key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
addr:postcode,47574,addr:postcode=47574,An OSM addr:postcode tag with value '47574' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '47574' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '47574' utilizada para describir características addr:postcode,12550,0.0,1389,0.0,11153,0.0,8,0.0,No,0
addr:city,Câmara de Lobos,addr:city=Câmara de Lobos,An OSM addr:city tag with value 'Câmara de Lobos' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Câmara de Lobos' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Câmara de Lobos' utilizada para describir características addr:city,12548,0.0,12524,0.0,24,0.0,0,0.0,No,0
addr:city,Goch,addr:city=Goch,An OSM addr:city tag with value 'Goch' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Goch' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Goch' utilizada para describir características addr:city,12548,0.0,1388,0.0,11152,0.0,8,0.0,No,0
addr:district,長治鄉,addr:district=長治鄉,An OSM addr:district tag with value '長治鄉' used to describe addr:district features,Una etiqueta OSM addr:district amb valor '長治鄉' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor '長治鄉' utilizada para describir características addr:district,12547,0.0,12530,0.0,16,0.0,1,0.0,No,0
NHD:Elevation,0.00000000000,NHD:Elevation=0.00000000000,An OSM NHD:Elevation tag with value '0.00000000000' used to describe NHD:Elevation features,Una etiqueta OSM NHD:Elevation amb valor '0.00000000000' utilitzada per descriure característiques NHD:Elevation,Una etiqueta OSM NHD:Elevation con valor '0.00000000000' utilizada para describir características NHD:Elevation,12546,0.0,0,0.0,12406,0.0,140,0.0,No,0
addr:postcode,19348,addr:postcode=19348,An OSM addr:postcode tag with value '19348' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '19348' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '19348' utilizada para describir características addr:postcode,12546,0.0,8897,0.0,3646,0.0,3,0.0,No,0
addr:streetnumber,32,addr:streetnumber=32,An OSM addr:streetnumber tag with value '32' used to describe addr:streetnumber features,Una etiqueta OSM addr:streetnumber amb valor '32' utilitzada per descriure característiques addr:streetnumber,Una etiqueta OSM addr:streetnumber con valor '32' utilizada para describir características addr:streetnumber,12544,0.0,5305,0.0,7236,0.0,3,0.0,No,0
addr:postcode,33196,addr:postcode=33196,An OSM addr:postcode tag with value '33196' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '33196' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '33196' utilizada para describir características addr:postcode,12543,0.0,4939,0.0,7592,0.0,12,0.0,No,0
addr:city,Pécs,addr:city=Pécs,An OSM addr:city tag with value 'Pécs' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Pécs' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Pécs' utilizada para describir características addr:city,12542,0.0,1811,0.0,10717,0.0,14,0.0,No,0
height,11.58,height=11.58,An OSM height tag with value '11.58' used to describe height features,Una etiqueta OSM height amb valor '11.58' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '11.58' utilizada para describir características height,12535,0.0,4,0.0,12519,0.0,12,0.0,No,0
addr:housenumber,649,addr:housenumber=649,An OSM addr:housenumber tag with value '649' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '649' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '649' utilizada para describir características addr:housenumber,12534,0.0,8125,0.0,4394,0.0,15,0.0,No,0
addr:housenumber,907,addr:housenumber=907,An OSM addr:housenumber tag with value '907' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '907' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '907' utilizada para describir características addr:housenumber,12531,0.0,5462,0.0,7059,0.0,10,0.0,No,0
addr:city,Evesham,addr:city=Evesham,An OSM addr:city tag with value 'Evesham' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Evesham' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Evesham' utilizada para describir características addr:city,12530,0.0,101,0.0,12426,0.0,3,0.0,No,0
addr:suburb,Flat Bush,addr:suburb=Flat Bush,An OSM addr:suburb tag with value 'Flat Bush' used to describe addr:suburb features,Una etiqueta OSM addr:suburb amb valor 'Flat Bush' utilitzada per descriure característiques addr:suburb,Una etiqueta OSM addr:suburb con valor 'Flat Bush' utilizada para describir características addr:suburb,12529,0.0,12419,0.0,110,0.0,0,0.0,No,0
source,DigitalGlobe;local_knowledge,source=DigitalGlobe;local_knowledge,An OSM source tag with value 'DigitalGlobe;local_knowledge' used to describe source features,Una etiqueta OSM source amb valor 'DigitalGlobe;local_knowledge' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'DigitalGlobe;local_knowledge' utilizada para describir características source,12529,0.0,0,0.0,12529,0.0,0,0.0,No,0
addr:postcode,33055,addr:postcode=33055,An OSM addr:postcode tag with value '33055' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '33055' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '33055' utilizada para describir características addr:postcode,12527,0.0,3474,0.0,9048,0.0,5,0.0,No,0
seamark:pipeline_submarine:category,supply,seamark:pipeline_submarine:category=supply,An OSM seamark:pipeline_submarine:category tag with value 'supply' used to describe seamark:pipeline_submarine:category features,Una etiqueta OSM seamark:pipeline_submarine:category amb valor 'supply' utilitzada per descriure característiques seamark:pipeline_submarine:category,Una etiqueta OSM seamark:pipeline_submarine:category con valor 'supply' utilizada para describir características seamark:pipeline_submarine:category,12526,0.0,0,0.0,12526,0.0,0,0.0,No,1
tiger:county,"Charles, MD","tiger:county=Charles, MD","An OSM tiger:county tag with value 'Charles, MD' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Charles, MD' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Charles, MD' utilizada para describir características tiger:county",12525,0.0,0,0.0,12525,0.0,0,0.0,No,0
addr:postcode,66502,addr:postcode=66502,An OSM addr:postcode tag with value '66502' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '66502' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '66502' utilizada para describir características addr:postcode,12524,0.0,1293,0.0,11220,0.0,11,0.0,No,0
tiger:name_base,Church,tiger:name_base=Church,An OSM tiger:name_base tag with value 'Church' used to describe tiger:name_base features,Una etiqueta OSM tiger:name_base amb valor 'Church' utilitzada per descriure característiques tiger:name_base,Una etiqueta OSM tiger:name_base con valor 'Church' utilizada para describir características tiger:name_base,12523,0.0,0,0.0,12523,0.0,0,0.0,No,0
source,Bing;DGFiP 2014/BANO,source=Bing;DGFiP 2014/BANO,An OSM source tag with value 'Bing;DGFiP 2014/BANO' used to describe source features,Una etiqueta OSM source amb valor 'Bing;DGFiP 2014/BANO' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Bing;DGFiP 2014/BANO' utilizada para describir características source,12520,0.0,2,0.0,12516,0.0,2,0.0,No,0
addr:postcode,29690,addr:postcode=29690,An OSM addr:postcode tag with value '29690' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '29690' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '29690' utilizada para describir características addr:postcode,12519,0.0,3443,0.0,9067,0.0,9,0.0,No,0
addr:street,Fryderyka Chopina,addr:street=Fryderyka Chopina,An OSM addr:street tag with value 'Fryderyka Chopina' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Fryderyka Chopina' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Fryderyka Chopina' utilizada para describir características addr:street,12519,0.0,3045,0.0,9466,0.0,8,0.0,No,0
addr:city,Eisenach,addr:city=Eisenach,An OSM addr:city tag with value 'Eisenach' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Eisenach' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Eisenach' utilizada para describir características addr:city,12518,0.0,1111,0.0,11403,0.0,4,0.0,No,0
addr:housenumber,5C,addr:housenumber=5C,An OSM addr:housenumber tag with value '5C' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '5C' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '5C' utilizada para describir características addr:housenumber,12518,0.0,9532,0.0,2977,0.0,9,0.0,No,0
addr:postcode,40258,addr:postcode=40258,An OSM addr:postcode tag with value '40258' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '40258' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '40258' utilizada para describir características addr:postcode,12517,0.0,2798,0.0,9718,0.0,1,0.0,No,0
source,Strava,source=Strava,An OSM source tag with value 'Strava' used to describe source features,Una etiqueta OSM source amb valor 'Strava' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Strava' utilizada para describir características source,12517,0.0,33,0.0,12483,0.0,1,0.0,No,1
addr:city,Hatfield,addr:city=Hatfield,An OSM addr:city tag with value 'Hatfield' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Hatfield' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Hatfield' utilizada para describir características addr:city,12515,0.0,229,0.0,12272,0.0,14,0.0,No,0
tiger:county,"Cumberland, ME","tiger:county=Cumberland, ME","An OSM tiger:county tag with value 'Cumberland, ME' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Cumberland, ME' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Cumberland, ME' utilizada para describir características tiger:county",12515,0.0,0,0.0,12515,0.0,0,0.0,No,0
type,connectivity,type=connectivity,An OSM type tag with value 'connectivity' used to describe type features,Una etiqueta OSM type amb valor 'connectivity' utilitzada per descriure característiques type,Una etiqueta OSM type con valor 'connectivity' utilizada para describir características type,12511,0.0,1,0.0,1,0.0,12509,0.0009,Yes,3
addr:postcode,40211,addr:postcode=40211,An OSM addr:postcode tag with value '40211' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '40211' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '40211' utilizada para describir características addr:postcode,12510,0.0,3241,0.0,9260,0.0,9,0.0,No,0
height,6.71,height=6.71,An OSM height tag with value '6.71' used to describe height features,Una etiqueta OSM height amb valor '6.71' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '6.71' utilizada para describir características height,12510,0.0,15,0.0,12437,0.0,58,0.0,No,0
addr:housenumber,1125,addr:housenumber=1125,An OSM addr:housenumber tag with value '1125' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1125' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1125' utilizada para describir características addr:housenumber,12506,0.0,5542,0.0,6944,0.0,20,0.0,No,0
addr:city,Cesenatico,addr:city=Cesenatico,An OSM addr:city tag with value 'Cesenatico' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Cesenatico' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Cesenatico' utilizada para describir características addr:city,12504,0.0,12466,0.0,37,0.0,1,0.0,No,0
addr:city,Oradea,addr:city=Oradea,An OSM addr:city tag with value 'Oradea' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Oradea' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Oradea' utilizada para describir características addr:city,12496,0.0,6252,0.0,6238,0.0,6,0.0,No,0
addr:city,Stolberg (Rhld.),addr:city=Stolberg (Rhld.),An OSM addr:city tag with value 'Stolberg (Rhld.)' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Stolberg (Rhld.)' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Stolberg (Rhld.)' utilizada para describir características addr:city,12496,0.0,321,0.0,12161,0.0,14,0.0,No,0
addr:city,Jyväskylä,addr:city=Jyväskylä,An OSM addr:city tag with value 'Jyväskylä' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Jyväskylä' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Jyväskylä' utilizada para describir características addr:city,12495,0.0,1127,0.0,11360,0.0,8,0.0,No,0
addr:housenumber,50a,addr:housenumber=50a,An OSM addr:housenumber tag with value '50a' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '50a' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '50a' utilizada para describir características addr:housenumber,12495,0.0,5417,0.0,7073,0.0,5,0.0,No,0
addr:postcode,85053,addr:postcode=85053,An OSM addr:postcode tag with value '85053' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '85053' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '85053' utilizada para describir características addr:postcode,12495,0.0,3461,0.0,9028,0.0,6,0.0,No,0
addr:city,Sopron,addr:city=Sopron,An OSM addr:city tag with value 'Sopron' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Sopron' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Sopron' utilizada para describir características addr:city,12494,0.0,604,0.0,11786,0.0,104,0.0,No,0
ncat,지방도,ncat=지방도,An OSM ncat tag with value '지방도' used to describe ncat features,Una etiqueta OSM ncat amb valor '지방도' utilitzada per descriure característiques ncat,Una etiqueta OSM ncat con valor '지방도' utilizada para describir características ncat,12494,0.0,0,0.0,12494,0.0,0,0.0,No,0
basin,infiltration,basin=infiltration,An OSM basin tag with value 'infiltration' used to describe basin features,Una etiqueta OSM basin amb valor 'infiltration' utilitzada per descriure característiques basin,Una etiqueta OSM basin con valor 'infiltration' utilizada para describir características basin,12493,0.0,7,0.0,12374,0.0,112,0.0,Yes,9
source,ourairports.com,source=ourairports.com,An OSM source tag with value 'ourairports.com' used to describe source features,Una etiqueta OSM source amb valor 'ourairports.com' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'ourairports.com' utilizada para describir características source,12493,0.0,8781,0.0,3639,0.0,73,0.0,No,0
addr:housenumber,2900,addr:housenumber=2900,An OSM addr:housenumber tag with value '2900' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2900' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2900' utilizada para describir características addr:housenumber,12492,0.0,6964,0.0,5468,0.0,60,0.0,No,0
name,KFC,name=KFC,An OSM name tag with value 'KFC' used to describe name features,Una etiqueta OSM name amb valor 'KFC' utilitzada per descriure característiques name,Una etiqueta OSM name con valor 'KFC' utilizada para describir características name,12491,0.0,7261,0.0,5221,0.0,9,0.0,Yes,1
addr:postcode,98512,addr:postcode=98512,An OSM addr:postcode tag with value '98512' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '98512' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '98512' utilizada para describir características addr:postcode,12488,0.0,2142,0.0,10337,0.0,9,0.0,No,0
source,"Bing, 2010/7-2011/6","source=Bing, 2010/7-2011/6","An OSM source tag with value 'Bing, 2010/7-2011/6' used to describe source features","Una etiqueta OSM source amb valor 'Bing, 2010/7-2011/6' utilitzada per descriure característiques source","Una etiqueta OSM source con valor 'Bing, 2010/7-2011/6' utilizada para describir características source",12486,0.0,273,0.0,12213,0.0,0,0.0,No,0
source:date,2025-02-13,source:date=2025-02-13,An OSM source:date tag with value '2025-02-13' used to describe source:date features,Una etiqueta OSM source:date amb valor '2025-02-13' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2025-02-13' utilizada para describir características source:date,12486,0.0,3055,0.0,9431,0.0,0,0.0,No,0
turn:lanes:backward,left|none|none,turn:lanes:backward=left|none|none,An OSM turn:lanes:backward tag with value 'left|none|none' used to describe turn:lanes:backward features,Una etiqueta OSM turn:lanes:backward amb valor 'left|none|none' utilitzada per descriure característiques turn:lanes:backward,Una etiqueta OSM turn:lanes:backward con valor 'left|none|none' utilizada para describir características turn:lanes:backward,12484,0.0,0,0.0,12484,0.0,0,0.0,No,0
addr:neighbourhood,40,addr:neighbourhood=40,An OSM addr:neighbourhood tag with value '40' used to describe addr:neighbourhood features,Una etiqueta OSM addr:neighbourhood amb valor '40' utilitzada per descriure característiques addr:neighbourhood,Una etiqueta OSM addr:neighbourhood con valor '40' utilizada para describir características addr:neighbourhood,12483,0.0,12480,0.0,3,0.0,0,0.0,No,0
source:geometry,geoportal.gov.pl. GPS,source:geometry=geoportal.gov.pl. GPS,An OSM source:geometry tag with value 'geoportal.gov.pl. GPS' used to describe source:geometry features,Una etiqueta OSM source:geometry amb valor 'geoportal.gov.pl. GPS' utilitzada per descriure característiques source:geometry,Una etiqueta OSM source:geometry con valor 'geoportal.gov.pl. GPS' utilizada para describir características source:geometry,12483,0.0,1,0.0,12479,0.0,3,0.0,No,0
addr:postcode,22-100,addr:postcode=22-100,An OSM addr:postcode tag with value '22-100' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '22-100' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '22-100' utilizada para describir características addr:postcode,12480,0.0,8276,0.0,4202,0.0,2,0.0,No,0
operator:wikipedia,fr:RTE (entreprise),operator:wikipedia=fr:RTE (entreprise),An OSM operator:wikipedia tag with value 'fr:RTE (entreprise)' used to describe operator:wikipedia features,Una etiqueta OSM operator:wikipedia amb valor 'fr:RTE (entreprise)' utilitzada per descriure característiques operator:wikipedia,Una etiqueta OSM operator:wikipedia con valor 'fr:RTE (entreprise)' utilizada para describir características operator:wikipedia,12480,0.0,8533,0.0,3942,0.0,5,0.0,No,0
source,Institut Cartogràfic i Geològic de Catalunya,source=Institut Cartogràfic i Geològic de Catalunya,An OSM source tag with value 'Institut Cartogràfic i Geològic de Catalunya' used to describe source features,Una etiqueta OSM source amb valor 'Institut Cartogràfic i Geològic de Catalunya' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Institut Cartogràfic i Geològic de Catalunya' utilizada para describir características source,12480,0.0,12044,0.0,432,0.0,4,0.0,No,0
tiger:county,"Stark, OH","tiger:county=Stark, OH","An OSM tiger:county tag with value 'Stark, OH' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Stark, OH' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Stark, OH' utilizada para describir características tiger:county",12478,0.0,0,0.0,12478,0.0,0,0.0,No,0
massgis:OS_DEED_PA,0,massgis:OS_DEED_PA=0,An OSM massgis:OS_DEED_PA tag with value '0' used to describe massgis:OS_DEED_PA features,Una etiqueta OSM massgis:OS_DEED_PA amb valor '0' utilitzada per descriure característiques massgis:OS_DEED_PA,Una etiqueta OSM massgis:OS_DEED_PA con valor '0' utilizada para describir características massgis:OS_DEED_PA,12477,0.0,9,0.0,11989,0.0,479,0.0,No,0
organic,only,organic=only,An OSM organic tag with value 'only' used to describe organic features,Una etiqueta OSM organic amb valor 'only' utilitzada per descriure característiques organic,Una etiqueta OSM organic con valor 'only' utilizada para describir características organic,12476,0.0,10144,0.0,2309,0.0,23,0.0,No,24
addr:postcode,11566,addr:postcode=11566,An OSM addr:postcode tag with value '11566' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '11566' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '11566' utilizada para describir características addr:postcode,12474,0.0,3370,0.0,9100,0.0,4,0.0,No,0
nhd:fdate,Mon Mar 04 00:00:00 PST 2002,nhd:fdate=Mon Mar 04 00:00:00 PST 2002,An OSM nhd:fdate tag with value 'Mon Mar 04 00:00:00 PST 2002' used to describe nhd:fdate features,Una etiqueta OSM nhd:fdate amb valor 'Mon Mar 04 00:00:00 PST 2002' utilitzada per descriure característiques nhd:fdate,Una etiqueta OSM nhd:fdate con valor 'Mon Mar 04 00:00:00 PST 2002' utilizada para describir características nhd:fdate,12473,0.0,0,0.0,12432,0.0,41,0.0,No,0
addr:postcode,33034,addr:postcode=33034,An OSM addr:postcode tag with value '33034' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '33034' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '33034' utilizada para describir características addr:postcode,12472,0.0,6594,0.0,5872,0.0,6,0.0,No,0
tiger:county,"Augusta, VA","tiger:county=Augusta, VA","An OSM tiger:county tag with value 'Augusta, VA' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Augusta, VA' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Augusta, VA' utilizada para describir características tiger:county",12472,0.0,0,0.0,12472,0.0,0,0.0,No,0
addr:postcode,30349,addr:postcode=30349,An OSM addr:postcode tag with value '30349' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '30349' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '30349' utilizada para describir características addr:postcode,12469,0.0,4352,0.0,8114,0.0,3,0.0,No,0
addr:postcode,95340,addr:postcode=95340,An OSM addr:postcode tag with value '95340' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '95340' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '95340' utilizada para describir características addr:postcode,12468,0.0,9427,0.0,3038,0.0,3,0.0,No,0
operator:wikidata,Q682520,operator:wikidata=Q682520,An OSM operator:wikidata tag with value 'Q682520' used to describe operator:wikidata features,Una etiqueta OSM operator:wikidata amb valor 'Q682520' utilitzada per descriure característiques operator:wikidata,Una etiqueta OSM operator:wikidata con valor 'Q682520' utilizada para describir características operator:wikidata,12467,0.0,408,0.0,11791,0.0,268,0.0,No,1
addr:housenumber,45A,addr:housenumber=45A,An OSM addr:housenumber tag with value '45A' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '45A' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '45A' utilizada para describir características addr:housenumber,12466,0.0,8151,0.0,4307,0.0,8,0.0,No,0
source,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à  jour : 2010,source=cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à  jour : 2010,An OSM source tag with value 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à  jour : 2010' used to describe source features,Una etiqueta OSM source amb valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à  jour : 2010' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à  jour : 2010' utilizada para describir características source,12464,0.0,1,0.0,12462,0.0,1,0.0,No,0
addr:city,Villach,addr:city=Villach,An OSM addr:city tag with value 'Villach' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Villach' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Villach' utilizada para describir características addr:city,12463,0.0,1629,0.0,10828,0.0,6,0.0,No,0
maxspeed:trailer,55 mph,maxspeed:trailer=55 mph,An OSM maxspeed:trailer tag with value '55 mph' used to describe maxspeed:trailer features,Una etiqueta OSM maxspeed:trailer amb valor '55 mph' utilitzada per descriure característiques maxspeed:trailer,Una etiqueta OSM maxspeed:trailer con valor '55 mph' utilizada para describir características maxspeed:trailer,12463,0.0,3,0.0,12460,0.0,0,0.0,No,0
source,"City of Vancouver, Open Data Catalogue, Building footprints 2009","source=City of Vancouver, Open Data Catalogue, Building footprints 2009","An OSM source tag with value 'City of Vancouver, Open Data Catalogue, Building footprints 2009' used to describe source features","Una etiqueta OSM source amb valor 'City of Vancouver, Open Data Catalogue, Building footprints 2009' utilitzada per descriure característiques source","Una etiqueta OSM source con valor 'City of Vancouver, Open Data Catalogue, Building footprints 2009' utilizada para describir características source",12463,0.0,5013,0.0,7450,0.0,0,0.0,No,0
addr:city,Merrick,addr:city=Merrick,An OSM addr:city tag with value 'Merrick' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Merrick' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Merrick' utilizada para describir características addr:city,12462,0.0,3367,0.0,9092,0.0,3,0.0,No,0
massgis:OS_DEED_BO,0,massgis:OS_DEED_BO=0,An OSM massgis:OS_DEED_BO tag with value '0' used to describe massgis:OS_DEED_BO features,Una etiqueta OSM massgis:OS_DEED_BO amb valor '0' utilitzada per descriure característiques massgis:OS_DEED_BO,Una etiqueta OSM massgis:OS_DEED_BO con valor '0' utilizada para describir características massgis:OS_DEED_BO,12462,0.0,9,0.0,11976,0.0,477,0.0,No,0
source,RIGIS,source=RIGIS,An OSM source tag with value 'RIGIS' used to describe source features,Una etiqueta OSM source amb valor 'RIGIS' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'RIGIS' utilizada para describir características source,12462,0.0,0,0.0,11697,0.0,765,0.0001,No,0
name,Bergstraße,name=Bergstraße,An OSM name tag with value 'Bergstraße' used to describe name features,Una etiqueta OSM name amb valor 'Bergstraße' utilitzada per descriure característiques name,Una etiqueta OSM name con valor 'Bergstraße' utilizada para describir características name,12461,0.0,429,0.0,11950,0.0,82,0.0,No,0
addr:postcode,98607,addr:postcode=98607,An OSM addr:postcode tag with value '98607' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '98607' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '98607' utilizada para describir características addr:postcode,12458,0.0,2267,0.0,10188,0.0,3,0.0,No,0
addr:postcode,6450,addr:postcode=6450,An OSM addr:postcode tag with value '6450' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '6450' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '6450' utilizada para describir características addr:postcode,12455,0.0,1056,0.0,11395,0.0,4,0.0,No,0
addr:block:en,Block 6,addr:block:en=Block 6,An OSM addr:block:en tag with value 'Block 6' used to describe addr:block:en features,Una etiqueta OSM addr:block:en amb valor 'Block 6' utilitzada per descriure característiques addr:block:en,Una etiqueta OSM addr:block:en con valor 'Block 6' utilizada para describir características addr:block:en,12454,0.0,937,0.0,11517,0.0,0,0.0,No,0
addr:postcode,83716,addr:postcode=83716,An OSM addr:postcode tag with value '83716' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '83716' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '83716' utilizada para describir características addr:postcode,12453,0.0,5466,0.0,6984,0.0,3,0.0,No,0
addr:postcode,14513,addr:postcode=14513,An OSM addr:postcode tag with value '14513' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '14513' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '14513' utilizada para describir características addr:postcode,12451,0.0,1940,0.0,10507,0.0,4,0.0,No,0
seamark:buoy_special_purpose:colour,yellow,seamark:buoy_special_purpose:colour=yellow,An OSM seamark:buoy_special_purpose:colour tag with value 'yellow' used to describe seamark:buoy_special_purpose:colour features,Una etiqueta OSM seamark:buoy_special_purpose:colour amb valor 'yellow' utilitzada per descriure característiques seamark:buoy_special_purpose:colour,Una etiqueta OSM seamark:buoy_special_purpose:colour con valor 'yellow' utilizada para describir características seamark:buoy_special_purpose:colour,12451,0.0,12446,0.0,4,0.0,1,0.0,Yes,3
