key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,number
shop,e-cigarette,shop=e-cigarette,An OSM shop tag with value 'e-cigarette' used to describe shop features,Una etiqueta OSM shop amb valor 'e-cigarette' utilitzada per descriure característiques shop,Una etiqueta OSM shop con valor 'e-cigarette' utilizada para describir características shop,12793,0.0,11335,0.0,1440,0.0,18,0.0,Yes,25,10545
source,Katasteramt_Kreis_Viersen,source=Katasteramt_Kreis_Viersen,An OSM source tag with value 'Katasteramt_Kreis_Viersen' used to describe source features,Una etiqueta OSM source amb valor 'Katasteramt_Kreis_Viersen' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Katasteramt_Kreis_Viersen' utilizada para describir características source,12792,0.0,24,0.0,12760,0.0,8,0.0,No,0,10546
source,Krajowa Integracja Ewidencji Gruntów: Budynki,source=Krajowa Integracja Ewidencji Gruntów: Budynki,An OSM source tag with value 'Krajowa Integracja Ewidencji Gruntów: Budynki' used to describe source features,Una etiqueta OSM source amb valor 'Krajowa Integracja Ewidencji Gruntów: Budynki' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Krajowa Integracja Ewidencji Gruntów: Budynki' utilizada para describir características source,12792,0.0,0,0.0,12792,0.0,0,0.0,No,0,10547
addr:city,New York,addr:city=New York,An OSM addr:city tag with value 'New York' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'New York' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'New York' utilizada para describir características addr:city,12791,0.0,7890,0.0,4779,0.0,122,0.0,No,0,10548
addr:housenumber,2d,addr:housenumber=2d,An OSM addr:housenumber tag with value '2d' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2d' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2d' utilizada para describir características addr:housenumber,12790,0.0,6734,0.0,6051,0.0,5,0.0,No,0,10549
maxheight,4,maxheight=4,An OSM maxheight tag with value '4' used to describe maxheight features,Una etiqueta OSM maxheight amb valor '4' utilitzada per descriure característiques maxheight,Una etiqueta OSM maxheight con valor '4' utilizada para describir características maxheight,12789,0.0,898,0.0,11881,0.0,10,0.0,No,0,10550
addr:city,Zgierz,addr:city=Zgierz,An OSM addr:city tag with value 'Zgierz' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Zgierz' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Zgierz' utilizada para describir características addr:city,12785,0.0,5588,0.0,7195,0.0,2,0.0,No,0,10551
addr:postcode,23834,addr:postcode=23834,An OSM addr:postcode tag with value '23834' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '23834' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '23834' utilizada para describir características addr:postcode,12783,0.0,3262,0.0,9519,0.0,2,0.0,No,0,10552
addr:housenumber,670,addr:housenumber=670,An OSM addr:housenumber tag with value '670' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '670' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '670' utilizada para describir características addr:housenumber,12782,0.0,7685,0.0,5081,0.0,16,0.0,No,0,10553
addr:city,Schijndel,addr:city=Schijndel,An OSM addr:city tag with value 'Schijndel' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Schijndel' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Schijndel' utilizada para describir características addr:city,12781,0.0,12774,0.0,7,0.0,0,0.0,No,0,10554
source:date,2025-08-20,source:date=2025-08-20,An OSM source:date tag with value '2025-08-20' used to describe source:date features,Una etiqueta OSM source:date amb valor '2025-08-20' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2025-08-20' utilizada para describir características source:date,12778,0.0,413,0.0,12364,0.0,1,0.0,No,0,10555
railway:signal:main:function,entry,railway:signal:main:function=entry,An OSM railway:signal:main:function tag with value 'entry' used to describe railway:signal:main:function features,Una etiqueta OSM railway:signal:main:function amb valor 'entry' utilitzada per descriure característiques railway:signal:main:function,Una etiqueta OSM railway:signal:main:function con valor 'entry' utilizada para describir características railway:signal:main:function,12775,0.0,12775,0.0,0,0.0,0,0.0,No,1,10556
addr:street,Kirchgasse,addr:street=Kirchgasse,An OSM addr:street tag with value 'Kirchgasse' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Kirchgasse' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Kirchgasse' utilizada para describir características addr:street,12773,0.0,2258,0.0,10506,0.0,9,0.0,No,0,10557
voltage,60000,voltage=60000,An OSM voltage tag with value '60000' used to describe voltage features,Una etiqueta OSM voltage amb valor '60000' utilitzada per descriure característiques voltage,Una etiqueta OSM voltage con valor '60000' utilizada para describir características voltage,12771,0.0,712,0.0,10324,0.0,1735,0.0001,No,3,10558
addr:street,Sunset Drive,addr:street=Sunset Drive,An OSM addr:street tag with value 'Sunset Drive' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Sunset Drive' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Sunset Drive' utilizada para describir características addr:street,12770,0.0,5747,0.0,7014,0.0,9,0.0,No,0,10559
source:date,2022-02-08,source:date=2022-02-08,An OSM source:date tag with value '2022-02-08' used to describe source:date features,Una etiqueta OSM source:date amb valor '2022-02-08' utilitzada per descriure característiques source:date,Una etiqueta OSM source:date con valor '2022-02-08' utilizada para describir características source:date,12768,0.0,2225,0.0,10536,0.0,7,0.0,No,0,10560
addr:city,مدينه المنيا الجديدة,addr:city=مدينه المنيا الجديدة,An OSM addr:city tag with value 'مدينه المنيا الجديدة' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'مدينه المنيا الجديدة' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'مدينه المنيا الجديدة' utilizada para describir características addr:city,12767,0.0,12763,0.0,4,0.0,0,0.0,No,0,10561
addr:city,Bangor,addr:city=Bangor,An OSM addr:city tag with value 'Bangor' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Bangor' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Bangor' utilizada para describir características addr:city,12765,0.0,6146,0.0,6609,0.0,10,0.0,No,0,10562
network:wikidata,Q7833625,network:wikidata=Q7833625,An OSM network:wikidata tag with value 'Q7833625' used to describe network:wikidata features,Una etiqueta OSM network:wikidata amb valor 'Q7833625' utilitzada per descriure característiques network:wikidata,Una etiqueta OSM network:wikidata con valor 'Q7833625' utilizada para describir características network:wikidata,12765,0.0,11931,0.0,167,0.0,667,0.0,No,1,10563
operator,Stadt Göttingen,operator=Stadt Göttingen,An OSM operator tag with value 'Stadt Göttingen' used to describe operator features,Una etiqueta OSM operator amb valor 'Stadt Göttingen' utilitzada per descriure característiques operator,Una etiqueta OSM operator con valor 'Stadt Göttingen' utilizada para describir características operator,12765,0.0,12541,0.0,223,0.0,1,0.0,No,0,10564
addr:housenumber,2701,addr:housenumber=2701,An OSM addr:housenumber tag with value '2701' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2701' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2701' utilizada para describir características addr:housenumber,12764,0.0,7424,0.0,5309,0.0,31,0.0,No,0,10565
addr:postcode,70058,addr:postcode=70058,An OSM addr:postcode tag with value '70058' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '70058' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '70058' utilizada para describir características addr:postcode,12764,0.0,3389,0.0,9375,0.0,0,0.0,No,0,10566
addr:city:en,New Al Minya City,addr:city:en=New Al Minya City,An OSM addr:city:en tag with value 'New Al Minya City' used to describe addr:city:en features,Una etiqueta OSM addr:city:en amb valor 'New Al Minya City' utilitzada per descriure característiques addr:city:en,Una etiqueta OSM addr:city:en con valor 'New Al Minya City' utilizada para describir características addr:city:en,12763,0.0,12763,0.0,0,0.0,0,0.0,No,0,10567
addr:postcode,48683,addr:postcode=48683,An OSM addr:postcode tag with value '48683' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '48683' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '48683' utilizada para describir características addr:postcode,12761,0.0,702,0.0,12057,0.0,2,0.0,No,0,10568
addr:housenumber,188號,addr:housenumber=188號,An OSM addr:housenumber tag with value '188號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '188號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '188號' utilizada para describir características addr:housenumber,12759,0.0,12759,0.0,0,0.0,0,0.0,No,0,10569
tiger:county,"Pinal, AZ","tiger:county=Pinal, AZ","An OSM tiger:county tag with value 'Pinal, AZ' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Pinal, AZ' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Pinal, AZ' utilizada para describir características tiger:county",12758,0.0,0,0.0,12758,0.0,0,0.0,No,0,10570
addr:city,Sassuolo,addr:city=Sassuolo,An OSM addr:city tag with value 'Sassuolo' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Sassuolo' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Sassuolo' utilizada para describir características addr:city,12757,0.0,12726,0.0,31,0.0,0,0.0,No,0,10571
addr:street,Wesoła,addr:street=Wesoła,An OSM addr:street tag with value 'Wesoła' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Wesoła' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Wesoła' utilizada para describir características addr:street,12755,0.0,4671,0.0,8082,0.0,2,0.0,No,0,10572
pole,switch,pole=switch,An OSM pole tag with value 'switch' used to describe pole features,Una etiqueta OSM pole amb valor 'switch' utilitzada per descriure característiques pole,Una etiqueta OSM pole con valor 'switch' utilizada para describir características pole,12755,0.0,12750,0.0,5,0.0,0,0.0,Yes,0,10573
source,cadastre,source=cadastre,An OSM source tag with value 'cadastre' used to describe source features,Una etiqueta OSM source amb valor 'cadastre' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre' utilizada para describir características source,12755,0.0,3121,0.0,9398,0.0,236,0.0,Yes,0,10574
source:geometry:date,2015-09-23,source:geometry:date=2015-09-23,An OSM source:geometry:date tag with value '2015-09-23' used to describe source:geometry:date features,Una etiqueta OSM source:geometry:date amb valor '2015-09-23' utilitzada per descriure característiques source:geometry:date,Una etiqueta OSM source:geometry:date con valor '2015-09-23' utilizada para describir características source:geometry:date,12755,0.0,0,0.0,12755,0.0,0,0.0,No,0,10575
addr:city,Trumbull,addr:city=Trumbull,An OSM addr:city tag with value 'Trumbull' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Trumbull' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Trumbull' utilizada para describir características addr:city,12753,0.0,12016,0.0,737,0.0,0,0.0,No,0,10576
addr:postcode,13100,addr:postcode=13100,An OSM addr:postcode tag with value '13100' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '13100' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '13100' utilizada para describir características addr:postcode,12752,0.0,10609,0.0,2121,0.0,22,0.0,No,0,10577
boundary,health,boundary=health,An OSM boundary tag with value 'health' used to describe boundary features,Una etiqueta OSM boundary amb valor 'health' utilitzada per descriure característiques boundary,Una etiqueta OSM boundary con valor 'health' utilizada para describir características boundary,12751,0.0,5,0.0,6057,0.0,6689,0.0005,Yes,0,10578
addr:housenumber,561,addr:housenumber=561,An OSM addr:housenumber tag with value '561' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '561' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '561' utilizada para describir características addr:housenumber,12749,0.0,7451,0.0,5289,0.0,9,0.0,No,0,10579
direction,160,direction=160,An OSM direction tag with value '160' used to describe direction features,Una etiqueta OSM direction amb valor '160' utilitzada per descriure característiques direction,Una etiqueta OSM direction con valor '160' utilizada para describir características direction,12746,0.0,12327,0.0,417,0.0,2,0.0,No,0,10580
addr:block:en,Block 5,addr:block:en=Block 5,An OSM addr:block:en tag with value 'Block 5' used to describe addr:block:en features,Una etiqueta OSM addr:block:en amb valor 'Block 5' utilitzada per descriure característiques addr:block:en,Una etiqueta OSM addr:block:en con valor 'Block 5' utilizada para describir características addr:block:en,12745,0.0,1165,0.0,11580,0.0,0,0.0,No,0,10581
addr:housenumber,722,addr:housenumber=722,An OSM addr:housenumber tag with value '722' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '722' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '722' utilizada para describir características addr:housenumber,12743,0.0,6322,0.0,6409,0.0,12,0.0,No,0,10582
manhole,telecom,manhole=telecom,An OSM manhole tag with value 'telecom' used to describe manhole features,Una etiqueta OSM manhole amb valor 'telecom' utilitzada per descriure característiques manhole,Una etiqueta OSM manhole con valor 'telecom' utilizada para describir características manhole,12741,0.0,12729,0.0,12,0.0,0,0.0,Yes,4,10583
source,geoportal:orto,source=geoportal:orto,An OSM source tag with value 'geoportal:orto' used to describe source features,Una etiqueta OSM source amb valor 'geoportal:orto' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'geoportal:orto' utilizada para describir características source,12741,0.0,31,0.0,12709,0.0,1,0.0,No,0,10584
addr:city,Avon,addr:city=Avon,An OSM addr:city tag with value 'Avon' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Avon' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Avon' utilizada para describir características addr:city,12739,0.0,7688,0.0,5042,0.0,9,0.0,No,0,10585
addr:postcode,70094,addr:postcode=70094,An OSM addr:postcode tag with value '70094' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '70094' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '70094' utilizada para describir características addr:postcode,12737,0.0,2560,0.0,10170,0.0,7,0.0,No,0,10586
addr:province,Salamanca,addr:province=Salamanca,An OSM addr:province tag with value 'Salamanca' used to describe addr:province features,Una etiqueta OSM addr:province amb valor 'Salamanca' utilitzada per descriure característiques addr:province,Una etiqueta OSM addr:province con valor 'Salamanca' utilizada para describir características addr:province,12737,0.0,11184,0.0,1545,0.0,8,0.0,No,0,10587
addr:postcode,23116,addr:postcode=23116,An OSM addr:postcode tag with value '23116' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '23116' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '23116' utilizada para describir características addr:postcode,12734,0.0,986,0.0,11740,0.0,8,0.0,No,0,10588
addr:city,Dongen,addr:city=Dongen,An OSM addr:city tag with value 'Dongen' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Dongen' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Dongen' utilizada para describir características addr:city,12732,0.0,12719,0.0,13,0.0,0,0.0,No,0,10589
addr:city,Ahaus,addr:city=Ahaus,An OSM addr:city tag with value 'Ahaus' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Ahaus' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Ahaus' utilizada para describir características addr:city,12730,0.0,694,0.0,12034,0.0,2,0.0,No,0,10590
addr:postcode,94901,addr:postcode=94901,An OSM addr:postcode tag with value '94901' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '94901' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '94901' utilizada para describir características addr:postcode,12730,0.0,404,0.0,12279,0.0,47,0.0,No,0,10591
addr:street,Крестьянская улица,addr:street=Крестьянская улица,An OSM addr:street tag with value 'Крестьянская улица' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Крестьянская улица' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Крестьянская улица' utilizada para describir características addr:street,12728,0.0,142,0.0,12583,0.0,3,0.0,No,0,10592
addr:street,улица Будённого,addr:street=улица Будённого,An OSM addr:street tag with value 'улица Будённого' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'улица Будённого' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'улица Будённого' utilizada para describir características addr:street,12728,0.0,286,0.0,12434,0.0,8,0.0,No,0,10593
contact:website,https://5ka.ru,contact:website=https://5ka.ru,An OSM contact:website tag with value 'https://5ka.ru' used to describe contact:website features,Una etiqueta OSM contact:website amb valor 'https://5ka.ru' utilitzada per descriure característiques contact:website,Una etiqueta OSM contact:website con valor 'https://5ka.ru' utilizada para describir características contact:website,12726,0.0,11426,0.0,1247,0.0,53,0.0,No,1,10594
addr:city,Екатеринбург,addr:city=Екатеринбург,An OSM addr:city tag with value 'Екатеринбург' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Екатеринбург' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Екатеринбург' utilizada para describir características addr:city,12725,0.0,1062,0.0,11459,0.0,204,0.0,No,0,10595
addr:postcode,20743,addr:postcode=20743,An OSM addr:postcode tag with value '20743' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '20743' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '20743' utilizada para describir características addr:postcode,12720,0.0,983,0.0,11728,0.0,9,0.0,No,0,10596
addr:postcode,61768,addr:postcode=61768,An OSM addr:postcode tag with value '61768' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '61768' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '61768' utilizada para describir características addr:postcode,12720,0.0,12715,0.0,5,0.0,0,0.0,No,0,10597
addr:city,Capitol Heights,addr:city=Capitol Heights,An OSM addr:city tag with value 'Capitol Heights' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Capitol Heights' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Capitol Heights' utilizada para describir características addr:city,12719,0.0,986,0.0,11725,0.0,8,0.0,No,0,10598
addr:postcode,3152,addr:postcode=3152,An OSM addr:postcode tag with value '3152' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '3152' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '3152' utilizada para describir características addr:postcode,12718,0.0,838,0.0,11879,0.0,1,0.0,No,0,10599
addr:housenumber,48a,addr:housenumber=48a,An OSM addr:housenumber tag with value '48a' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '48a' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '48a' utilizada para describir características addr:housenumber,12716,0.0,5482,0.0,7229,0.0,5,0.0,No,0,10600
addr:postcode,14211,addr:postcode=14211,An OSM addr:postcode tag with value '14211' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '14211' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '14211' utilizada para describir características addr:postcode,12716,0.0,12284,0.0,430,0.0,2,0.0,No,0,10601
addr:district,梓官區,addr:district=梓官區,An OSM addr:district tag with value '梓官區' used to describe addr:district features,Una etiqueta OSM addr:district amb valor '梓官區' utilitzada per descriure característiques addr:district,Una etiqueta OSM addr:district con valor '梓官區' utilizada para describir características addr:district,12715,0.0,12702,0.0,12,0.0,1,0.0,No,0,10602
addr:city,Nijverdal,addr:city=Nijverdal,An OSM addr:city tag with value 'Nijverdal' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Nijverdal' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Nijverdal' utilizada para describir características addr:city,12711,0.0,12703,0.0,7,0.0,1,0.0,No,0,10603
addr:city,Burnsville,addr:city=Burnsville,An OSM addr:city tag with value 'Burnsville' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Burnsville' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Burnsville' utilizada para describir características addr:city,12710,0.0,1027,0.0,11671,0.0,12,0.0,No,0,10604
addr:city,Rødovre,addr:city=Rødovre,An OSM addr:city tag with value 'Rødovre' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Rødovre' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Rødovre' utilizada para describir características addr:city,12708,0.0,12708,0.0,0,0.0,0,0.0,No,0,10605
addr:postcode,91911,addr:postcode=91911,An OSM addr:postcode tag with value '91911' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '91911' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '91911' utilizada para describir características addr:postcode,12707,0.0,8272,0.0,4433,0.0,2,0.0,No,0,10606
addr:streetnumber,31,addr:streetnumber=31,An OSM addr:streetnumber tag with value '31' used to describe addr:streetnumber features,Una etiqueta OSM addr:streetnumber amb valor '31' utilitzada per descriure característiques addr:streetnumber,Una etiqueta OSM addr:streetnumber con valor '31' utilizada para describir características addr:streetnumber,12706,0.0,5395,0.0,7304,0.0,7,0.0,No,0,10607
heritage:operator,nid,heritage:operator=nid,An OSM heritage:operator tag with value 'nid' used to describe heritage:operator features,Una etiqueta OSM heritage:operator amb valor 'nid' utilitzada per descriure característiques heritage:operator,Una etiqueta OSM heritage:operator con valor 'nid' utilizada para describir características heritage:operator,12706,0.0,1761,0.0,10723,0.0,222,0.0,No,2,10608
addr:city,Middelfart,addr:city=Middelfart,An OSM addr:city tag with value 'Middelfart' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Middelfart' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Middelfart' utilizada para describir características addr:city,12704,0.0,12704,0.0,0,0.0,0,0.0,No,0,10609
addr:city,Skive,addr:city=Skive,An OSM addr:city tag with value 'Skive' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Skive' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Skive' utilizada para describir características addr:city,12702,0.0,12702,0.0,0,0.0,0,0.0,No,0,10610
addr:suburb,Papamoa Beach,addr:suburb=Papamoa Beach,An OSM addr:suburb tag with value 'Papamoa Beach' used to describe addr:suburb features,Una etiqueta OSM addr:suburb amb valor 'Papamoa Beach' utilitzada per descriure característiques addr:suburb,Una etiqueta OSM addr:suburb con valor 'Papamoa Beach' utilizada para describir características addr:suburb,12702,0.0,7495,0.0,5198,0.0,9,0.0,No,0,10611
addr:street,Rue de la Fontaine,addr:street=Rue de la Fontaine,An OSM addr:street tag with value 'Rue de la Fontaine' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Rue de la Fontaine' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Rue de la Fontaine' utilizada para describir características addr:street,12700,0.0,9109,0.0,3553,0.0,38,0.0,No,0,10612
historic:civilization,imperial_chinese,historic:civilization=imperial_chinese,An OSM historic:civilization tag with value 'imperial_chinese' used to describe historic:civilization features,Una etiqueta OSM historic:civilization amb valor 'imperial_chinese' utilitzada per descriure característiques historic:civilization,Una etiqueta OSM historic:civilization con valor 'imperial_chinese' utilizada para describir características historic:civilization,12697,0.0,6383,0.0,6300,0.0,14,0.0,No,2,10613
ref,53,ref=53,An OSM ref tag with value '53' used to describe ref features,Una etiqueta OSM ref amb valor '53' utilitzada per descriure característiques ref,Una etiqueta OSM ref con valor '53' utilizada para describir características ref,12697,0.0,5823,0.0,5614,0.0,1260,0.0001,No,0,10614
tiger:county,"Polk, IA","tiger:county=Polk, IA","An OSM tiger:county tag with value 'Polk, IA' used to describe tiger:county features","Una etiqueta OSM tiger:county amb valor 'Polk, IA' utilitzada per descriure característiques tiger:county","Una etiqueta OSM tiger:county con valor 'Polk, IA' utilizada para describir características tiger:county",12696,0.0,0,0.0,12696,0.0,0,0.0,No,0,10615
school:FR,maternelle,school:FR=maternelle,An OSM school:FR tag with value 'maternelle' used to describe school:FR features,Una etiqueta OSM school:FR amb valor 'maternelle' utilitzada per descriure característiques school:FR,Una etiqueta OSM school:FR con valor 'maternelle' utilizada para describir características school:FR,12695,0.0,4586,0.0,7982,0.0,127,0.0,No,2,10616
source:geometry,ACTMapiRoads,source:geometry=ACTMapiRoads,An OSM source:geometry tag with value 'ACTMapiRoads' used to describe source:geometry features,Una etiqueta OSM source:geometry amb valor 'ACTMapiRoads' utilitzada per descriure característiques source:geometry,Una etiqueta OSM source:geometry con valor 'ACTMapiRoads' utilizada para describir características source:geometry,12695,0.0,0,0.0,12695,0.0,0,0.0,Yes,0,10617
addr:housenumber,125號,addr:housenumber=125號,An OSM addr:housenumber tag with value '125號' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '125號' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '125號' utilizada para describir características addr:housenumber,12694,0.0,12694,0.0,0,0.0,0,0.0,No,0,10618
addr:postcode,35510,addr:postcode=35510,An OSM addr:postcode tag with value '35510' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '35510' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '35510' utilizada para describir características addr:postcode,12693,0.0,4727,0.0,7959,0.0,7,0.0,No,0,10619
height,11.6,height=11.6,An OSM height tag with value '11.6' used to describe height features,Una etiqueta OSM height amb valor '11.6' utilitzada per descriure característiques height,Una etiqueta OSM height con valor '11.6' utilizada para describir características height,12693,0.0,50,0.0,12352,0.0,291,0.0,No,0,10620
name:ru,Пятёрочка,name:ru=Пятёрочка,An OSM name:ru tag with value 'Пятёрочка' used to describe name:ru features,Una etiqueta OSM name:ru amb valor 'Пятёрочка' utilitzada per descriure característiques name:ru,Una etiqueta OSM name:ru con valor 'Пятёрочка' utilizada para describir características name:ru,12693,0.0,11284,0.0,1367,0.0,42,0.0,No,1,10621
source,OpenTopoMap,source=OpenTopoMap,An OSM source tag with value 'OpenTopoMap' used to describe source features,Una etiqueta OSM source amb valor 'OpenTopoMap' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'OpenTopoMap' utilizada para describir características source,12692,0.0,12512,0.0,180,0.0,0,0.0,No,0,10622
addr:street,Siedlung,addr:street=Siedlung,An OSM addr:street tag with value 'Siedlung' used to describe addr:street features,Una etiqueta OSM addr:street amb valor 'Siedlung' utilitzada per descriure característiques addr:street,Una etiqueta OSM addr:street con valor 'Siedlung' utilizada para describir características addr:street,12690,0.0,2908,0.0,9775,0.0,7,0.0,No,0,10623
addr:postcode,13088,addr:postcode=13088,An OSM addr:postcode tag with value '13088' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '13088' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '13088' utilizada para describir características addr:postcode,12688,0.0,7361,0.0,5322,0.0,5,0.0,No,0,10624
addr:city,Melo,addr:city=Melo,An OSM addr:city tag with value 'Melo' used to describe addr:city features,Una etiqueta OSM addr:city amb valor 'Melo' utilitzada per descriure característiques addr:city,Una etiqueta OSM addr:city con valor 'Melo' utilizada para describir características addr:city,12687,0.0,12668,0.0,19,0.0,0,0.0,No,0,10625
addr:postcode,8020,addr:postcode=8020,An OSM addr:postcode tag with value '8020' used to describe addr:postcode features,Una etiqueta OSM addr:postcode amb valor '8020' utilitzada per descriure característiques addr:postcode,Una etiqueta OSM addr:postcode con valor '8020' utilizada para describir características addr:postcode,12686,0.0,5173,0.0,7466,0.0,47,0.0,No,0,10626
