key,value,definition,
seamark:light:category,directional,seamark:luz:categoría	=	direccional,
seamark:light:category,floodlight,seamark:luz:categoría	=	Luz de inundación,
seamark:light:category,fog_detector,seamark:luz:categoría	=	detector de niebla,
seamark:light:category,front,seamark:luz:categoría	=	parte delantera,
seamark:light:category,lower,seamark:luz:categoría	=	más bajo,
seamark:light:category,moire,seamark:luz:categoría	=	muaré,
seamark:light:category,rear,seamark:luz:categoría	=	trasero,
seamark:light:category,strip_light,seamark:luz:categoría	=	luz de tira,
seamark:light:category,striplight,seamark:luz:categoría	=	luz de tira,
seamark:light:category,subsidiary,seamark:luz:categoría	=	subsidiario,
seamark:light:category,upper,seamark:luz:categoría	=	Superior,
seamark:light:character,Al,marca:luz:personaje	=	Alabama,
seamark:light:character,Al.Fl,marca:luz:personaje	=	Al.Fl,
seamark:light:character,Al.Iso,marca:luz:personaje	=	al.iso,
seamark:light:character,Al.LFl,marca:luz:personaje	=	Al.LFl,
seamark:light:character,Al.Oc,marca:luz:personaje	=	Al.Oc,
seamark:light:character,F,marca:luz:personaje	=	F,
seamark:light:character,FFl,marca:luz:personaje	=	FFl,
seamark:light:character,Fl,marca:luz:personaje	=	Florida,
seamark:light:character,IQ,marca:luz:personaje	=	CI,
seamark:light:character,Iso,marca:luz:personaje	=	Yo asi,
seamark:light:character,IUQ,marca:luz:personaje	=	CIU,
seamark:light:character,IVQ,marca:luz:personaje	=	IVQ,
seamark:light:character,LFl,marca:luz:personaje	=	LFl,
seamark:light:character,Mo,marca:luz:personaje	=	Mes,
seamark:light:character,Oc,marca:luz:personaje	=	Jefe,
seamark:light:character,OcFl,marca:luz:personaje	=	OcFl,
seamark:light:character,Q,marca:luz:personaje	=	q,
seamark:light:character,Q+LFl,marca:luz:personaje	=	Q+LFl,
seamark:light:character,UQ,marca:luz:personaje	=	UQ,
seamark:light:character,VQ,marca:luz:personaje	=	VQ,
seamark:light:character,VQ+LFl,marca:luz:personaje	=	VQ+LFl,
seamark:light:colour,amber,marca:luz:color	=	ámbar,
seamark:light:colour,blue,marca:luz:color	=	azul,
seamark:light:colour,green,marca:luz:color	=	verde,
seamark:light:colour,orange,marca:luz:color	=	naranja,
seamark:light:colour,red,marca:luz:color	=	rojo,
seamark:light:colour,violet,marca:luz:color	=	Violeta,
seamark:light:colour,white,marca:luz:color	=	blanco,
seamark:light:colour,yellow,marca:luz:color	=	amarillo,
seamark:light:exhibition,day,marca:luz:exposición	=	día,
seamark:light:exhibition,fog,marca:luz:exposición	=	niebla,
seamark:light:exhibition,on_demand,marca:luz:exposición	=	Bajo demanda,
seamark:light:status,extinguished,seamark:luz:estado	=	extinguido,
seamark:light:status,private,seamark:luz:estado	=	privado,
seamark:light:status,temporary,seamark:luz:estado	=	temporario,
seamark:light:status,unreliable,seamark:luz:estado	=	no fidedigno,
seamark:light:visibility,intensified,marca:luz:visibilidad	=	intensificado,
seamark:light:visibility,part_obscured,marca:luz:visibilidad	=	parte oscurecida,
seamark:light:visibility,unintensified,marca:luz:visibilidad	=	no intensificado,
seamark:mooring:category,automatic,marca:amarre:categoria	=	automático,
seamark:mooring:category,bollard,marca:amarre:categoria	=	noray,
seamark:mooring:category,buoy,marca:amarre:categoria	=	boya,
seamark:mooring:category,chain,marca:amarre:categoria	=	cadena,
seamark:mooring:category,deviation_dolphin,marca:amarre:categoria	=	desviación delfín,
seamark:mooring:category,dolphin,marca:amarre:categoria	=	delfín,
seamark:mooring:category,pile,marca:amarre:categoria	=	pila,
seamark:mooring:category,post,marca:amarre:categoria	=	correo,
seamark:mooring:category,shore_rope,marca:amarre:categoria	=	cuerda de orilla,
seamark:mooring:category,wall,marca:amarre:categoria	=	pared,
seamark:navigation_line:category,*,seamark:línea de navegación:categoría	=	*,
seamark:notice:category,ferry_independent,marca:aviso:categoría	=	transbordador independiente,
seamark:notice:category,ferry_non_independent,marca:aviso:categoría	=	transbordador no independiente,
seamark:notice:category,limited_headroom,marca:aviso:categoría	=	margen limitado,
seamark:notice:category,no_anchoring,marca:aviso:categoría	=	sin anclaje,
seamark:notice:category,no_berthing,marca:aviso:categoría	=	sin atraque,
seamark:notice:category,no_entry,marca:aviso:categoría	=	No hay entrada,
seamark:notice:category,speed_limit,marca:aviso:categoría	=	Límite de velocidad,
seamark:notice:function,information,seamark:aviso:función	=	información,
seamark:notice:function,prohibition,seamark:aviso:función	=	prohibición,
seamark:notice:function,recommendation,seamark:aviso:función	=	recomendación,
seamark:notice:function,regulation,seamark:aviso:función	=	regulación,
seamark:notice:function,restriction,seamark:aviso:función	=	restricción,
seamark:notice:system,cevni,seamark:aviso:sistema	=	cevni,
seamark:obstruction:category,boom,marca:obstrucción:categoría	=	auge,
seamark:pipeline_submarine:category,supply,seamark:submarino_de tubería:suministro=de categoría,
seamark:radar_reflector,no,marca de mar: reflector de radar	=	no,
seamark:radar_transponder:category,racon,seamark:transpondedor de radar:categoría	=	racón,
seamark:radar_transponder:category,ramark,seamark:transpondedor de radar:categoría	=	marca,
seamark:radio_station:category,ais,seamark:emisora de radio:categoria	=	ais,
seamark:radio_station:category,chiaka,seamark:emisora de radio:categoria	=	Chiaka,
seamark:radio_station:category,commercial_broadcast,seamark:emisora de radio:categoria	=	transmisión comercial,
seamark:radio_station:category,decca,seamark:emisora de radio:categoria	=	deca,
seamark:radio_station:category,dgps,seamark:emisora de radio:categoria	=	dgps,
seamark:radio_station:category,facsimile,seamark:emisora de radio:categoria	=	facsímil,
seamark:radio_station:category,loran,seamark:emisora de radio:categoria	=	loran,
seamark:radio_station:category,omega,seamark:emisora de radio:categoria	=	omega,
seamark:radio_station:category,public_communication,seamark:emisora de radio:categoria	=	comunicación publica,
seamark:radio_station:category,syledis,seamark:emisora de radio:categoria	=	syledis,
seamark:radio_station:category,time_signal,seamark:emisora de radio:categoria	=	señal de tiempo,
seamark:radio_station:category,toran,seamark:emisora de radio:categoria	=	toran,
seamark:rescue_station:category,lifeboat,seamark:estación de salvamento:categoría	=	bote salvavidas,
seamark:rescue_station:category,lifeboat_on_mooring,seamark:estación de salvamento:categoría	=	bote salvavidas en amarre,
seamark:restricted_area:category,ecological_reserve,seamark:área restringida:categoría	=	reserva ecologica,
seamark:restricted_area:category,foul_ground,seamark:área restringida:categoría	=	terreno sucio,
seamark:restricted_area:category,military,seamark:área restringida:categoría	=	militar,
seamark:restricted_area:category,nature_reserve,seamark:área restringida:categoría	=	reserva natural,
seamark:restricted_area:category,no_wake,seamark:área restringida:categoría	=	sin despertar,
seamark:restricted_area:category,noise_limit,seamark:área restringida:categoría	=	límite de ruido,
seamark:restricted_area:restriction,berthing_prohibited,seamark:área restringida:restricción	=	prohibido atracar,
seamark:restricted_area:restriction,berthing_restricted,seamark:área restringida:restricción	=	atraque restringido,
seamark:restricted_area:restriction,entry_prohibited,seamark:área restringida:restricción	=	entrada prohibida,
seamark:restricted_area:restriction,no_anchorage,seamark:área restringida:restricción	=	sin anclaje,
seamark:restricted_area:restriction,no_anchoring,seamark:área restringida:restricción	=	sin anclaje,
seamark:restricted_area:restriction,no_boating,seamark:área restringida:restricción	=	sin paseos en bote,
seamark:restricted_area:restriction,no_diving,seamark:área restringida:restricción	=	no bucear,
seamark:restricted_area:restriction,no_entry,seamark:área restringida:restricción	=	No hay entrada,
seamark:restricted_area:restriction,no_fishing,seamark:área restringida:restricción	=	no pescar,
seamark:restricted_area:restriction,no_wake,seamark:área restringida:restricción	=	sin despertar,
seamark:restricted_area:restriction,overtaking_prohibited,seamark:área restringida:restricción	=	Prohibido adelantar,
seamark:restricted_area:restriction,passing_or_overtaking_prohibited,seamark:área restringida:restricción	=	Prohibido pasar o adelantar,
seamark:restricted_area:restriction,restricted_fairway_depth,seamark:área restringida:restricción	=	profundidad de calle restringida,
seamark:restricted_area:restriction,restricted_speed,seamark:área restringida:restricción	=	velocidad restringida,
seamark:restricted_area:restriction,turning_prohibited,seamark:área restringida:restricción	=	giro prohibido,
seamark:rock:water_level,*,marca:roca:nivel de agua	=	*,
seamark:rock:water_level,covers,seamark:rock:portadas_de=nivel del agua,
seamark:rock:water_level,submerged,seamark:rock:water_level	=	sumergido,
seamark:sea_area:category,narrows,marca:área del mar:categoría	=	se estrecha,
seamark:sea_area:category,shoal,marca:área del mar:categoría	=	banco,
seamark:shoreline_construction:category,breakwater,seamark:litoral construcción:categoría	=	rompeolas,
seamark:shoreline_construction:category,fender,seamark:litoral construcción:categoría	=	defensa,
seamark:shoreline_construction:category,groyne,seamark:litoral construcción:categoría	=	rompeolas,
seamark:shoreline_construction:category,training_wall,seamark:litoral construcción:categoría	=	muro de entrenamiento,
seamark:signal_station_traffic:category,lock,seamark: tráfico de la estación de señales: categoría	=	cerrar,
seamark:small_craft_facility:category,boat_hoist,seamark:instalación para embarcaciones pequeñas:categoría	=	polipasto de barco,
seamark:small_craft_facility:category,boatyard,seamark:instalación para embarcaciones pequeñas:categoría	=	astillero,
seamark:small_craft_facility:category,chandler,seamark:instalación para embarcaciones pequeñas:categoría	=	velero,
seamark:small_craft_facility:category,electricity,seamark:instalación para embarcaciones pequeñas:categoría	=	electricidad,
seamark:small_craft_facility:category,fuel_station,seamark:instalación para embarcaciones pequeñas:categoría	=	gasolinera,
seamark:small_craft_facility:category,launderette,seamark:instalación para embarcaciones pequeñas:categoría	=	lavandería,
seamark:small_craft_facility:category,laundrette,seamark:instalación para embarcaciones pequeñas:categoría	=	lavandería,
seamark:small_craft_facility:category,nautical_club,seamark:instalación para embarcaciones pequeñas:categoría	=	club náutico,
seamark:small_craft_facility:category,pump-out,seamark:instalación para embarcaciones pequeñas:categoría	=	achicar,
seamark:small_craft_facility:category,showers,seamark:instalación para embarcaciones pequeñas:categoría	=	duchas,
seamark:small_craft_facility:category,slipway,seamark:instalación para embarcaciones pequeñas:categoría	=	grada,
seamark:small_craft_facility:category,toilets,seamark:instalación para embarcaciones pequeñas:categoría	=	baños,
seamark:small_craft_facility:category,visitor_berth,seamark:instalación para embarcaciones pequeñas:categoría	=	amarre para visitantes,
seamark:small_craft_facility:category,water,seamark:instalación para embarcaciones pequeñas:categoría	=	agua,
seamark:small_craft_facility:category,water_tap,seamark:instalación para embarcaciones pequeñas:categoría	=	grifo de agua,
seamark:topmark:colour,black,marca de mar:marca de tope:color	=	negro,
seamark:topmark:colour,green,marca de mar:marca de tope:color	=	verde,
seamark:topmark:colour,grey,marca de mar:marca de tope:color	=	gris,
seamark:topmark:colour,orange,marca de mar:marca de tope:color	=	naranja,
seamark:topmark:colour,red,marca de mar:marca de tope:color	=	rojo,
seamark:topmark:colour,red;green,marca de mar:marca de tope:color	=	rojo verde,
seamark:topmark:colour,white,marca de mar:marca de tope:color	=	blanco,
seamark:topmark:colour,white;black;white,marca de mar:marca de tope:color	=	blanco;negro;blanco,
seamark:topmark:colour,white;green,marca de mar:marca de tope:color	=	blanco verde,
seamark:topmark:colour,yellow,marca de mar:marca de tope:color	=	amarillo,
seamark:topmark:colour_pattern,border,marca de mar: marca de tope: patrón de color	=	frontera,
seamark:topmark:colour_pattern,horizontal,marca de mar: marca de tope: patrón de color	=	horizontal,
seamark:topmark:colour_pattern,vertical,marca de mar: marca de tope: patrón de color	=	vertical,
seamark:topmark:shape,2_cones_base_together,marca de mar:marca de tope:forma	=	2 bases de conos juntas,
seamark:topmark:shape,2_cones_down,marca de mar:marca de tope:forma	=	2 conos hacia abajo,
seamark:topmark:shape,2_cones_point_together,marca de mar:marca de tope:forma	=	2 conos apuntan juntos,
seamark:topmark:shape,2_cones_up,marca de mar:marca de tope:forma	=	2 conos arriba,
seamark:topmark:shape,2_spheres,marca de mar:marca de tope:forma	=	2 esferas,
seamark:topmark:shape,board,marca de mar:marca de tope:forma	=	junta,
seamark:topmark:shape,cone,marca de mar:marca de tope:forma	=	cono,
seamark:topmark:shape,"cone, point up","seamark:topmark:cono=de forma, punto arriba de",
seamark:topmark:shape,"cone,_point_down","marca de mar:marca de tope:forma	=	cono, apuntar hacia abajo",
seamark:topmark:shape,"cone,_point_up","marca de mar:marca de tope:forma	=	cono, apuntar hacia arriba",
seamark:topmark:shape,"cone,_point_up","marca de mar:marca de tope:forma	=	cono,_punta_hacia arriba",
seamark:topmark:shape,cross,marca de mar:marca de tope:forma	=	cruzar,
seamark:topmark:shape,cylinder,marca de mar:marca de tope:forma	=	cilindro,
seamark:topmark:shape,diamond,marca de mar:marca de tope:forma	=	diamante,
seamark:topmark:shape,flag,marca de mar:marca de tope:forma	=	bandera,
seamark:topmark:shape,rectangle,marca de mar:marca de tope:forma	=	rectángulo,
seamark:topmark:shape,rhombus,marca de mar:marca de tope:forma	=	rombo,
seamark:topmark:shape,sphere,marca de mar:marca de tope:forma	=	esfera,
seamark:topmark:shape,square,marca de mar:marca de tope:forma	=	cuadrado,
seamark:topmark:shape,upright_cross,marca de mar:marca de tope:forma	=	cruz vertical,
seamark:topmark:shape,upright-cross,marca de mar:marca de tope:forma	=	cruz vertical,
seamark:topmark:shape,x-shape,marca de mar:marca de tope:forma	=	en forma de x,
seamark:type,anchor_berth,marca de mar:tipo	=	amarre de ancla,
seamark:type,anchorage,marca de mar:tipo	=	anclaje,
seamark:type,beacon_cardinal,marca de mar:tipo	=	beacon_cardenal,
seamark:type,beacon_isolated_danger,marca de mar: tipo	=	baliza_aislado_peligro,
seamark:type,beacon_lateral,marca de mar: tipo	=	baliza_lateral,
seamark:type,beacon_safe_water,marca de mar: tipo	=	baliza de agua segura,
seamark:type,beacon_special_purpose,marca de mar: tipo	=	beacon_special_purpose,
seamark:type,berth,marca de mar:tipo	=	atracar,
seamark:type,bridge,marca de mar: tipo	=	puente,
seamark:type,building,marca de mar:tipo	=	edificio,
seamark:type,bunker_station,marca de mar: tipo	=	estación de búnker,
seamark:type,buoy_cardinal,marca de mar: tipo	=	boya_cardinal,
seamark:type,buoy_installation,marca de mar: tipo	=	instalación de boyas,
seamark:type,buoy_isolated_danger,marca de mar: tipo	=	boya peligro aislado,
seamark:type,buoy_lateral,marca de mar: tipo	=	boya_lateral,
seamark:type,buoy_safe_water,marca de mar:tipo	=	boya_agua_segura,
seamark:type,buoy_special_purpose,marca de mar: tipo	=	boya_propósito_especial,
seamark:type,cable_area,marca de mar: tipo	=	área de cables,
seamark:type,cable_overhead,marca de mar:tipo	=	cable_superior,
seamark:type,cable_submarine,marca de mar:tipo	=	cable_submarino,
seamark:type,calling-in_point,marca de mar:tipo	=	punto de llamada,
seamark:type,causeway,marca de mar:tipo	=	calzada elevada,
seamark:type,checkpoint,marca de mar:tipo	=	control,
seamark:type,coastguard_station,marca de mar:tipo	=	estación de guardacostas,
seamark:type,communication_area,marca de mar:tipo	=	área de comunicación,
seamark:type,control_point,marca de mar:tipo	=	punto de control,
seamark:type,conveyor,marca de mar:tipo	=	transportador,
seamark:type,crane,marca de mar:tipo	=	grua,
seamark:type,dam,marca de mar:tipo	=	represa,
seamark:type,daymark,marca de mar: tipo	=	marca de día,
seamark:type,deepwater_route,marca de mar: tipo	=	ruta de aguas profundas,
seamark:type,depth_contour,marca de mar: tipo	=	contorno de profundidad,
seamark:type,distance_mark,marca de mar: tipo	=	distancia_marca,
seamark:type,dredged_area,marca de mar: tipo	=	área dragada,
seamark:type,dregded_area,marca de mar: tipo	=	área dragada,
seamark:type,dry_dock,marca de mar: tipo	=	dique seco,
seamark:type,dumping_ground,marca de mar: tipo	=	vertedero,
seamark:type,exceptional_structure,marca de mar:tipo	=	estructura excepcional,
seamark:type,exclusive_economic_zone,marca de mar:tipo	=	zona económica exclusiva,
seamark:type,fairway,marca de mar:tipo	=	calle,
seamark:type,ferry_route,marca de mar:tipo	=	ruta del transbordador,
seamark:type,fishing_facility,marca de mar:tipo	=	instalación de pesca,
seamark:type,floating_dock,marca de mar:tipo	=	dique flotante,
seamark:type,fog_signal,marca de mar:tipo	=	señal de niebla,
seamark:type,fortified_structure,marca de mar:tipo	=	estructura fortificada,
seamark:type,gate,marca de mar: tipo	=	portón,
seamark:type,gridiron,marca de mar:tipo	=	parrilla,
seamark:type,harbour,marca de mar: tipo	=	puerto,
seamark:type,harbour_area,marca de mar: tipo	=	zona del puerto,
seamark:type,harbour_basin,marca de mar: tipo	=	cuenca del puerto,
seamark:type,hulk,marca de mar:tipo	=	casco,
seamark:type,inshore_traffic_zone,marca de mar:tipo	=	zona de tráfico costero,
seamark:type,landmark,marca de mar:tipo	=	punto de referencia,
seamark:type,light,marca de mar: tipo	=	ligero,
seamark:type,light_float,marca de mar: tipo	=	flotador ligero,
seamark:type,light_major,marca de mar:tipo	=	luz_mayor,
seamark:type,light_minor,marca de mar:tipo	=	luz_menor,
seamark:type,light_vessel,marca de mar: tipo	=	buque ligero,
seamark:type,lock_basin,marca de mar: tipo	=	cuenca de bloqueo,
seamark:type,marine_farm,marca de mar:tipo	=	granja_marina,
seamark:type,military_area,marca de mar: tipo	=	zona militar,
seamark:type,mooring,marca de mar:tipo	=	amarradero,
seamark:type,navigation_line,marca de mar:tipo	=	línea_navegación,
seamark:type,notice,marca de mar: tipo	=	aviso,
seamark:type,obstruction,marca de mar:tipo	=	obstrucción,
seamark:type,oil_barrier,marca de mar: tipo	=	barrera de aceite,
seamark:type,pile,marca de mar: tipo	=	montón,
seamark:type,pilot_boarding,marca de mar: tipo	=	abordaje piloto,
seamark:type,pipeline_area,marca de mar: tipo	=	área de tubería,
seamark:type,pipeline_overhead,marca de mar: tipo	=	gastos generales de la tubería,
seamark:type,pipeline_submarine,marca de mar:tipo	=	oleoducto_submarino,
seamark:type,platform,marca de mar:tipo	=	plataforma,
seamark:type,pontoon,marca de mar: tipo	=	pontón,
seamark:type,precautionary_area,marca de mar: tipo	=	zona de precaución,
seamark:type,production_area,marca de mar: tipo	=	área de producción,
seamark:type,protected_area,marca de mar: tipo	=	área protegida,
seamark:type,pylon,marca de mar: tipo	=	pilón,
seamark:type,radar_line,marca de mar: tipo	=	línea de radar,
seamark:type,radar_range,marca de mar: tipo	=	rango de radar,
seamark:type,radar_reflector,marca de mar: tipo	=	reflector de radar,
seamark:type,radar_station,marca de mar: tipo	=	estación de radar,
seamark:type,radar_transponder,marca de mar: tipo	=	transpondedor de radar,
seamark:type,radio_station,marca de mar: tipo	=	estación de radio,
seamark:type,recommended_route_centreline,marca de mar: tipo	=	línea central de la ruta recomendada,
seamark:type,recommended_track,marca de mar: tipo	=	pista_recomendada,
seamark:type,recommended_traffic_lane,marca de mar: tipo	=	carril de tráfico recomendado,
seamark:type,rescue_station,marca de mar: tipo	=	estación de rescate,
seamark:type,restricted_area,marca de mar:tipo	=	área restringida,
seamark:type,retro_reflector,marca de mar: tipo	=	reflector retro,
seamark:type,rock,marca de mar: tipo	=	roca,
seamark:type,sand_waves,marca de mar: tipo	=	olas de arena,
seamark:type,sandwaves,marca de mar: tipo	=	olas de arena,
seamark:type,sea_area,marca de mar: tipo	=	zona del mar,
seamark:type,seabed_area,marca de mar: tipo	=	área del lecho marino,
seamark:type,seaplane_landing_area,marca de mar: tipo	=	zona de aterrizaje de hidroaviones,
seamark:type,separation_boundary,marca de mar: tipo	=	límite de separación,
seamark:type,separation_crossing,marca de mar: tipo	=	cruce de separación,
seamark:type,separation_lane,marca de mar: tipo	=	carril de separación,
seamark:type,separation_line,marca de mar: tipo	=	línea de separación,
seamark:type,separation_roundabout,marca de mar: tipo	=	rotonda de separación,
seamark:type,separation_zone,marca de mar: tipo	=	zona de separación,
seamark:type,shoreline_construction,marca de mar:tipo	=	costa_construccion,
seamark:type,signal_station_traffic,marca de mar:tipo	=	señal_estación_tráfico,
seamark:type,signal_station_warning,marca de mar:tipo	=	señal_estación_advertencia,
seamark:type,small_craft_facility,marca de mar:tipo	=	instalaciones_de_pequeñas_artesanias,
seamark:type,sounding,marca de mar: tipo	=	sondeo,
seamark:type,spring,marca de mar: tipo	=	primavera,
seamark:type,submarine_transit_lane,marca de mar: tipo	=	carril de tránsito submarino,
seamark:type,tank,marca de mar: tipo	=	tanque,
seamark:type,topmark,marca de mar: tipo	=	marca de tope,
seamark:type,tunnel,marca de mar: tipo	=	túnel,
seamark:type,turning_basin,marca de mar: tipo	=	lavabo giratorio,
seamark:type,two-way_route,marca de mar: tipo	=	ruta de dos sentidos,
seamark:type,vegetation,marca de mar: tipo	=	vegetación,
seamark:type,vehicle_transfer,marca de mar: tipo	=	transferencia de vehiculo,
seamark:type,virtual_aton,marca de mar: tipo	=	atón virtual,
seamark:type,wall,marca de mar: tipo	=	pared,
seamark:type,water_turbulence,marca de mar: tipo	=	turbulencia del agua,
seamark:type,waterway_gauge,marca de mar: tipo	=	calibre de la vía fluvial,
seamark:type,weed,marca de mar: tipo	=	hierba,
seamark:type,wreck,marca de mar:tipo	=	naufragio,
seamark:wreck:category,dangerous,marca:naufragio:categoría	=	peligroso,
seamark:wreck:category,hull_showing,marca:naufragio:categoría	=	mostrando el casco,
seamark:wreck:category,non-dangerous,marca:naufragio:categoría	=	no peligroso,
seasonal,dry_season,estacional	=	estación seca,
seasonal,no,estacional	=	no,
seasonal,spring;summer;autumn,estacional	=	primavera verano Otoño,
seasonal,summer,estacional	=	verano,
seasonal,wet_season,estacional	=	temporada húmeda,
seasonal,winter,estacional	=	invierno,
seats,1,escaños=1,
seats,2,asientos	=	*,
seats,3,asientos	=	*,
seats,4,asientos	=	*,
seats,5,asientos	=	*,
seats,6,asientos	=	*,
seaway,cargo_port,vía marítima	=	puerto de carga,
seaway,cruise_port,vía marítima	=	puerto de cruceros,
seaway,ferry_port,vía marítima	=	muelle del ferry,
seaway,fishing_port,vía marítima	=	Puerto pesquero,
second_hand,only,segunda mano	=	solamente,
segregated,no,aislado	=	no,
self_service,no,autoservicio	=	no,
service,aircraft_control,Servicio	=	control de aeronaves,
service,alley,Servicio	=	callejón,
service,bus,Servicio	=	autobús,
service,busway,Servicio	=	vía de autobús,
service,commuter,Servicio	=	viajero diario al trabajo,
service,crossover,Servicio	=	Transversal,
service,dealer,Servicio	=	distribuidor,
service,dealer;repair,Servicio	=	distribuidor;reparación,
service,drive_through,Servicio	=	servicio al carro,
service,drive-through,Servicio	=	servicio al carro,
service,driveway,Servicio	=	entrada de coches,
service,driveway2,Servicio	=	calzada2,
service,emergency_access,Servicio	=	acceso_de_emergencia,
service,fuel,Servicio	=	combustible,
service,irregular,Servicio	=	irregular,
service,irrigation,Servicio	=	irrigación,
service,parking,Servicio	=	estacionamiento,
service,parking_aisle,Servicio	=	estacionamiento_pasillo,
service,parts,Servicio	=	partes,
service,pipestem,Servicio	=	vástago de tubería,
service,regional,Servicio	=	regional,
service,repair,Servicio	=	reparar,
service,resource_extraction,Servicio	=	extracción de recursos,
service,rest_area,Servicio	=	zona de descanso,
service,siding,Servicio	=	vía muerta,
service,slipway,Servicio	=	grada,
service,spur,Servicio	=	estimular,
service,tyres,Servicio	=	neumáticos,
service,utility,Servicio	=	utilidad,
service,yard,Servicio	=	yarda,
sett:style,portuguese,conjunto: estilo	=	portugués,
seveso,seuil_bas,severo	=	seuil bas,
seveso,seuil_haut,severo	=	seuil alto,
shape,circular,forma=la,
shape,rectangular,forma circular=rectangular,
shelter,no,refugio	=	no,
shelter_type,basic_hut,refugio_tipo	=	refugio no atendido sin fuego,
shelter_type,building,refugio_tipo	=	edificio,
shelter_type,changing_rooms,tipo de refugio	=	vestuarios,
shelter_type,field_shelter,refugio_tipo	=	campo_refugio,
shelter_type,gazebo,refugio_tipo	=	Kiosko,
shelter_type,lean_to,refugio_tipo	=	inclinarse,
shelter_type,nuclear,tipo de refugio	=	nuclear,
shelter_type,pavilion,refugio_tipo	=	pabellón,
shelter_type,picnic_shelter,refugio_tipo	=	picnic_refugio,
shelter_type,public_transport,refugio_tipo	=	transporte público,
shelter_type,rock_shelter,refugio_tipo	=	refugio_rocoso,
shelter_type,sun_shelter,refugio_tipo	=	sol_refugio,
shelter_type,weather_shelter,refugio_tipo	=	refugio_del_tiempo,
shelter_type,Wetterpilz,tipo de refugio	=	Wetterpilz,
shelter_type,wildlife_hide,tipo de refugio	=	escondite de vida silvestre,
ship,no,Embarcacion	=	no,
shop,*,tienda	=	*,
shop,charity,tienda	=	caridad,
shop,communication,Buscar shop=telecommunication	=	Buscar shop=telecommunication,🤝
shop,dentures,tienda	=	dentadura postiza,📱
shop,department_store,tienda	=	grandes almacenes,🦷
shop,discount,tienda	=	descuento,🏪
shop,dive,tienda	=	bucear,💸
shop,energy,tienda	=	energía,🤿
shop,garden_centre,tienda	=	centro_jardineria,⚡
shop,garden_furniture,tienda	=	Mueble de jardín,🌱
shop,general_stores,tienda	=	tiendas generales,🪑
shop,glaziery,tienda	=	vidriería,🛒
shop,golf_cart,tienda	=	carro de golf,🪟
shop,groundskeeping,tienda	=	mantenimiento de jardines,🏌️
shop,haberdashery,tienda	=	mercería,🌿
shop,hairdresser_supply,tienda	=	peluquería_suministros,✂️
shop,ham,tienda	=	jamón,💇‍♀️
shop,health_food,tienda	=	Comida saludable,🍗
shop,honey,tienda	=	miel,🥗
shop,hookah,tienda	=	narguile,🍯
shop,household_linen,tienda	=	ropa de casa,💨
shop,houseware,tienda	=	artículos para el hogar,🛏️
shop,hunting,tienda	=	caza,🏠
shop,hvac,tienda	=	climatización,🔫
shop,hydroponics,tienda	=	hidroponia,🖇️
shop,ice_cream,tienda	=	helado,🌿
shop,insurance,tienda	=	seguro,🍦
shop,interior_decoration,tienda	=	decoración de interiores,📋
shop,jetski,tienda	=	moto acuática,🖼️
shop,jewellery,tienda	=	joyería,🛵
shop,jewelry,tienda	=	joyas,💍
shop,junk_yard,tienda	=	depósito de chatarra,💍
shop,kiosk,tienda	=	quiosco,🗑️
shop,kitchen,tienda	=	cocina,🛩️
shop,kitchenware,tienda	=	batería de cocina,🍳
shop,lamps,tienda	=	lamparas,🍴
shop,laundromat,tienda	=	lavandería,💡
shop,laundry,tienda	=	ropa sucia,👗
shop,leather,tienda	=	cuero,👙
shop,lighting,tienda	=	Encendiendo,🪑
shop,locksmith,tienda	=	cerrajero,💻
shop,lottery,tienda	=	lotería,🔑
shop,mall,tienda	=	centro comercial,🎰
shop,manufactured_home,tienda	=	casa prefabricada,🛍️
shop,maps,tienda	=	mapas,🏠
shop,marine,tienda	=	marina,🗺️
shop,massage,tienda	=	masaje,🛳️
shop,medical,tienda	=	médico,💆
shop,medical_supply,tienda	=	suplemento médico,⚕️
shop,military_surplus,tienda	=	excedente militar,💊
shop,mobile_home,tienda	=	casa móvil,🔫
shop,mobile_phone,tienda	=	teléfono móvil,🚐
shop,mobility_scooter,tienda	=	scooter,📱
shop,model,tienda	=	modelo,🛴
shop,money_lender,tienda	=	prestamista,🛉
shop,moneylender,tienda	=	prestamista,💰
shop,motorcycle,tienda	=	motocicleta,🤑
shop,motorcycle_parts,tienda	=	partes de motocicleta,🏍️
shop,motorcycle_repair,tienda	=	reparación_de_motos,🔧
shop,motorhome,tienda	=	casa rodante,🛠️
shop,motorsports,tienda	=	automovilismo,🚐
shop,music,tienda	=	música,🏎️
shop,musical_instrument,tienda	=	instrumento musical,🎵
shop,musical_instruments,tienda	=	instrumentos musicales,🥁
shop,new_age,tienda	=	nueva era,🎶
shop,newsagent,tienda	=	vendedor de periódicos,🧘
shop,no,tienda	=	no,📰
shop,nutrition_supplements,tienda	=	suplementos_nutricion,🚫
shop,nuts,tienda	=	nueces,💎
shop,office_supplies,tienda	=	material de oficina,🥜
shop,optician,tienda	=	óptico,🗂️
shop,organic,tienda	=	orgánico,👓
shop,outdoor,tienda	=	exterior,🌾
shop,outdoor_power_equipment,tienda	=	equipo de energía al aire libre,🏔️
shop,outpost,tienda	=	avanzada,⛏️
shop,paint,tienda	=	pintar,🏠
shop,party,tienda	=	fiesta,🎨
shop,pasta,tienda	=	pasta,🎉
