key,value,definición
seamark:topmark:colour,red,marca:marca superior:cor = vermello
seamark:topmark:colour,red;green,marca do mar: marca superior: cor = vermello verde
seamark:topmark:colour,white,marca:marca superior:cor = branco
seamark:topmark:colour,white;black;white,marca do mar: marca superior: cor = branco; negro; branco
seamark:topmark:colour,white;green,marca do mar: marca superior: cor = branco verde
seamark:topmark:colour,yellow,marca do mar: marca superior: cor = amarelo
seamark:topmark:colour_pattern,border,marca do mar: marca de parada: patrón de cor = bordo
seamark:topmark:colour_pattern,horizontal,marca do mar: marca superior: patrón de cor = horizontal
seamark:topmark:colour_pattern,vertical,marca do mar: marca superior: patrón de cor = vertical
seamark:topmark:shape,2_cones_base_together,marca do mar:marca superior:forma = 2 bases de cono xuntas
seamark:topmark:shape,2_cones_down,marca do mar: marca superior: forma = 2 conos cara abaixo
seamark:topmark:shape,2_cones_point_together,marca do mar:marca superior:forma = 2 conos apuntando xuntos
seamark:topmark:shape,2_cones_up,marca do mar: marca superior: forma = 2 conos por riba
seamark:topmark:shape,2_spheres,marca do mar: marca superior: forma = 2 esferas
seamark:topmark:shape,board,marca do mar:marca de parada:forma = articulación
seamark:topmark:shape,cone,marca do mar:marca superior:forma = cono
seamark:topmark:shape,"cone, point up","marca:marca superior:con forma de cono, punto enriba"
seamark:topmark:shape,"cone,_point_down","marca do mar: marca superior: forma = cono, apuntando cara abaixo"
seamark:topmark:shape,"cone,_point_up","marca do mar: marca superior: forma = cono, apuntando cara arriba"
seamark:topmark:shape,"cone,_point_up","marca do mar:marca superior:forma = cono,_punto_cara arriba"
seamark:topmark:shape,cross,marca do mar: marca superior: forma = cruz
seamark:topmark:shape,cylinder,marca do mar:marca de parada:forma = cilindro
seamark:topmark:shape,diamond,marca do mar:marca de parada:forma = diamante
seamark:topmark:shape,flag,marca marítima:marca superior:forma = bandeira
seamark:topmark:shape,rectangle,marca:marca superior:forma = rectángulo
seamark:topmark:shape,rhombus,marca do mar:marca de parada:forma = rombo
seamark:topmark:shape,sphere,marca do mar:marca superior:forma = esfera
seamark:topmark:shape,square,marca do mar:marca superior:forma = cadrado
seamark:topmark:shape,upright_cross,marca do mar:marca superior:forma = cruz vertical
seamark:topmark:shape,upright-cross,marca do mar:marca superior:forma = cruz vertical
seamark:topmark:shape,x-shape,marca:marca superior:forma = en forma de x
seamark:type,anchor_berth,marca de mar:tipo = amarre de áncora
seamark:type,anchorage,marca marítima:tipo = áncora
seamark:type,beacon_cardinal,marca mariña:tipo = baliza_cardinal
seamark:type,beacon_isolated_danger,marca marítima: tipo = illamento_baliza_perigo
seamark:type,beacon_lateral,marca marítima: tipo = baliza_lateral
seamark:type,beacon_safe_water,marca marítima: tipo = baliza de auga segura
seamark:type,beacon_special_purpose,marca marítima: tipo = baliza_de_propósito_especial
seamark:type,berth,marca marítima:tipo = peirao
seamark:type,bridge,marca marítima: tipo = ponte
seamark:type,building,marca:tipo = edificio
seamark:type,bunker_station,marca marítima: tipo = estación de búnkeres
seamark:type,buoy_cardinal,marca marítima: tipo = boia_cardinal
seamark:type,buoy_installation,marca marítima: tipo = instalación de boias
seamark:type,buoy_isolated_danger,marca marítima: tipo = boia de perigo illada
seamark:type,buoy_lateral,marca marítima: tipo = boia_lateral
seamark:type,buoy_safe_water,marca marítima:tipo = boia_de_auga_segura
seamark:type,buoy_special_purpose,marca marítima: tipo = boia_de_propósito_especial
seamark:type,cable_area,marca de mar: tipo = área do cable
seamark:type,cable_overhead,marca mariña:tipo = cable_superior
seamark:type,cable_submarine,marca marítima:tipo = cable_submarino
seamark:type,calling-in_point,marca de mar:tipo = punto de chamada
seamark:type,causeway,marca marítima:tipo = calzada
seamark:type,checkpoint,marca de mercado:tipo = control
seamark:type,coastguard_station,marca marítima:tipo = estación da garda costeira
seamark:type,communication_area,marca:tipo = área de comunicación
seamark:type,control_point,marca:tipo = punto de control
seamark:type,conveyor,marca marítima:tipo = transportador
seamark:type,crane,marca marítima:tipo = grúa
seamark:type,dam,marca do mar:tipo = presa
seamark:type,daymark,marca marítima: tipo = marca diúrna
seamark:type,deepwater_route,marca marítima: tipo = ruta de augas profundas
seamark:type,depth_contour,marca do mar: tipo = contorno de profundidade
seamark:type,distance_mark,seamark: type = seamark_distance
seamark:type,dredged_area,marca marítima: tipo = zona dragada
seamark:type,dregded_area,marca marítima: tipo = zona dragada
seamark:type,dry_dock,marca marítima: tipo = dique seco
seamark:type,dumping_ground,marca marítima: tipo = vertedoiro
seamark:type,exceptional_structure,marca mariña:tipo = estrutura excepcional
seamark:type,exclusive_economic_zone,marca marítima:tipo = zona económica exclusiva
seamark:type,fairway,marca marítima:tipo = rúa
seamark:type,ferry_route,marca marítima:tipo = ruta de transbordador
seamark:type,fishing_facility,marca marítima:tipo = instalación de pesca
seamark:type,floating_dock,marca marítima:tipo = peirao flotante
seamark:type,fog_signal,marca marítima:tipo = sinal de néboa
seamark:type,fortified_structure,marca marítima:tipo = estrutura fortificada
seamark:type,gate,marca marítima: tipo = porta
seamark:type,gridiron,marca de mar:tipo = grella
seamark:type,harbour,marca marítima: tipo = porto
seamark:type,harbour_area,marca marítima: tipo = zona portuaria
seamark:type,harbour_basin,marca marítima: tipo = conca portuaria
seamark:type,hulk,marca marítima:tipo = casco
seamark:type,inshore_traffic_zone,marca marítima:tipo = zona de tráfico costeiro
seamark:type,landmark,marca:tipo = punto de referencia
seamark:type,light,marca mariña: tipo = luz
seamark:type,light_float,marca mariña: tipo = flotador lixeiro
seamark:type,light_major,marca marítima:tipo = luz_maior
seamark:type,light_minor,marca marítima:tipo = luz_minor
seamark:type,light_vessel,marca marítima: tipo = embarcación lixeira
seamark:type,lock_basin,marca do mar: tipo = conca de bloqueo
seamark:type,marine_farm,marca mariña:tipo = granxa_marina
seamark:type,military_area,marca marítima: tipo = zona militar
seamark:type,mooring,marca marítima:tipo = amarre
seamark:type,navigation_line,marca marítima:tipo = liña_de_navegación
seamark:type,notice,marca marítima: tipo = aviso
seamark:type,obstruction,marca:tipo = obstrución
seamark:type,oil_barrier,marca mariña: tipo = barreira petrolífera
seamark:type,pile,marca do mar: tipo = pila
seamark:type,pilot_boarding,marca marítima: tipo = embarque do piloto
seamark:type,pipeline_area,marca de mar: tipo = área da tubaxe
seamark:type,pipeline_overhead,marca do mar: tipo = tubaxe sobre a cabeza
seamark:type,pipeline_submarine,marca marítima:tipo = oleoduto_submarino
seamark:type,platform,marca do mar:tipo = plataforma
seamark:type,pontoon,marca marítima: tipo = pontón
seamark:type,precautionary_area,marca marítima: tipo = zona de precaución
seamark:type,production_area,marca do mar: tipo = zona de produción
seamark:type,protected_area,marca marítima: tipo = área protexida
seamark:type,pylon,marca do mar: tipo = pila
seamark:type,radar_line,marca marítima: tipo = liña de radar
seamark:type,radar_range,marca marítima: tipo = alcance do radar
seamark:type,radar_reflector,marca marítima: tipo = reflector de radar
seamark:type,radar_station,marca marítima: tipo = estación de radar
seamark:type,radar_transponder,marca marítima: tipo = transpondedor de radar
seamark:type,radio_station,marca marítima: tipo = emisora de radio
seamark:type,recommended_route_centreline,marca marítima: tipo = liña central da ruta recomendada
seamark:type,recommended_track,marca marítima: tipo = pista_recomendada
seamark:type,recommended_traffic_lane,marca marítima: tipo = carril de tráfico recomendado
seamark:type,rescue_station,marca marítima: tipo = estación de rescate
seamark:type,restricted_area,marca:tipo = área restrinxida
seamark:type,retro_reflector,marca marítima: tipo = catadióptrico
seamark:type,rock,marca mariña: tipo = rocha
seamark:type,sand_waves,marca do mar: tipo = ondas de area
seamark:type,sandwaves,marca do mar: tipo = ondas de area
seamark:type,sea_area,marca marítima: tipo = zona marítima
seamark:type,seabed_area,marca mariña: tipo = área do fondo mariño
seamark:type,seaplane_landing_area,marca marítima: tipo = zona de aterraxe de hidroavións
seamark:type,separation_boundary,marca marítima: tipo = límite de separación
seamark:type,separation_crossing,marca marítima: tipo = cruz de separación
seamark:type,separation_lane,marca marítima: tipo = carril de separación
seamark:type,separation_line,marca marítima: tipo = liña de separación
seamark:type,separation_roundabout,marca marítima: tipo = rotonda de separación
seamark:type,separation_zone,marca marítima: tipo = zona de separación
seamark:type,shoreline_construction,marca marítima:tipo = construción_costeral
seamark:type,signal_station_traffic,marca marítima:tipo = sinal_de_estación_de_tráfico
seamark:type,signal_station_warning,marca marítima:tipo = sinal_de_estación_de_aviso
seamark:type,small_craft_facility,marca mariña:tipo = instalacións_de_artesanía_pequena
seamark:type,sounding,marca do mar: tipo = sondaxe
seamark:type,spring,marca do mar: tipo = primavera
seamark:type,submarine_transit_lane,marca marítima: tipo = carril de tránsito subacuático
seamark:type,tank,marca do mar: tipo = tanque
seamark:type,topmark,marca marítima: tipo = marca superior
seamark:type,tunnel,marca marítima: tipo = túnel
seamark:type,turning_basin,marca do mar: tipo = pía xiratoria
seamark:type,two-way_route,marca marítima: tipo = ruta de dobre sentido
seamark:type,vegetation,marca mariña: tipo = vexetación
seamark:type,vehicle_transfer,marca marítima: tipo = transferencia de vehículos
seamark:type,virtual_aton,marca marítima: tipo = atención virtual
seamark:type,wall,marca marítima: tipo = muro
seamark:type,water_turbulence,marca do mar: tipo = turbulencia da auga
seamark:type,waterway_gauge,marca marítima: tipo = calibre de vía fluvial
seamark:type,weed,marca do mar: tipo = herba
seamark:type,wreck,marca marítima:tipo = naufraxio
seamark:wreck:category,dangerous,marca:naufraxio:categoría = perigoso
seamark:wreck:category,hull_showing,marca:naufraxio:categoría = mostrando o casco
seamark:wreck:category,non-dangerous,marca:naufraxio:categoría = non perigoso
seasonal,dry_season,estacional = estación seca
seasonal,no,estacional = non
seasonal,spring;summer;autumn,estacional = primavera verán outono
seasonal,summer,estacional = verán
seasonal,wet_season,estacional = estación húmida
seasonal,winter,estacional = inverno
seats,1,asentos=1
seats,2,asentos = *
seats,3,asentos = *
seats,4,asentos = *
seats,5,asentos = *
seats,6,asentos = *
seaway,cargo_port,vía marítima = porto de carga
seaway,cruise_port,vía marítima = porto de cruceiros
seaway,ferry_port,vía marítima = peirao de transbordadores
seaway,fishing_port,por mar = porto pesqueiro
second_hand,only,segunda man = só
segregated,no,illado = non
self_service,no,autoservizo = non
service,aircraft_control,Servizo = control de aeronaves
service,alley,Servizo = beco
service,bus,Servizo = autobús
service,busway,Servizo = carril bus
service,commuter,Servizo = viaxeiro
service,crossover,Servizo = Transversal
service,dealer,Servizo = distribuidor
service,dealer;repair,Servizo = distribuidor; reparación
service,drive_through,Servizo = servizo de coche
service,drive-through,Servizo = servizo de coche
service,driveway,Servizo = entrada de coches
service,driveway2,Servizo = estrada2
service,emergency_access,Servizo = acceso_de_emerxencia
service,fuel,Servizo = combustible
service,irregular,Servizo = irregular
service,irrigation,Servizo = rego
service,parking,Servizo = aparcadoiro
service,parking_aisle,Servizo = corredor_de_aparcamento
service,parts,Servizo = pezas
service,pipestem,Servizo = vástago de tubo
service,regional,Servizo = rexional
service,repair,Servizo = reparación
service,resource_extraction,Servizo = extracción de recursos
service,rest_area,área de descanso
service,siding,Servizo = camiño sen saída
service,slipway,Servizo = bancadas
service,spur,Servizo = estimular
service,tyres,Servizo = Pneumáticos
service,utility,Servizo = utilidade
service,yard,Servizo = patio
sett:style,portuguese,conxunto: estilo = portugués
seveso,seuil_bas,grave = seuil bas
seveso,seuil_haut,grave = alto seuil
shape,circular,formulario=o/a
shape,rectangular,forma circular = rectangular
shelter,no,refuxio = non
shelter_type,basic_hut,tipo_de_refuxio = refuxio desatendido sen incendio
shelter_type,building,tipo_refuxio = edificio
shelter_type,changing_rooms,tipo de refuxio = vestiarios
shelter_type,field_shelter,tipo_refuxio = campamento_refuxio
shelter_type,gazebo,tipo_de_refuxio = Quiosco
shelter_type,lean_to,tipo_refuxio = enxuto
shelter_type,nuclear,tipo de refuxio = nuclear
shelter_type,pavilion,tipo_de_refuxio = pavillón
shelter_type,picnic_shelter,tipo_refuxio = refuxio_de_pícnic
shelter_type,public_transport,tipo_de_refuxio = transporte público
shelter_type,rock_shelter,tipo_refuxio = refuxio_de_rocha
shelter_type,sun_shelter,tipo_refuxio = refuxio_solar
shelter_type,weather_shelter,tipo_de_refuxio = refuxio contra as inclemencias meteorolóxicas
shelter_type,Wetterpilz,Tipo de refuxio = Wetterpilz
shelter_type,wildlife_hide,tipo de refuxio = agocho para a fauna salvaxe
ship,no,Recipiente = non
shop,*,tenda = *
shop,3d_printing,tenda = impresión 3D
shop,accessories,tenda = accesorios
shop,adult,tenda = adulto
shop,agrarian,tenda = agrícola
shop,alcohol,tenda = alcol
shop,Alko,tenda = Alko
shop,anime,tenda = animada
shop,antique,tenda = antiga
shop,antiques,tenda = antigüidades-anticuario
shop,appliance,almacenar = dispositivo
shop,art,tenda = Arte
shop,atv,tenda = canle de televisión británica
shop,audiologist,tenda = audiólogo
shop,auto_parts,tenda = pezas de automóbiles
shop,baby_care,tenda = coidados para bebés
shop,baby_goods,tenda = artigos_para_bebés
shop,bag,tenda = bolsa
shop,bag/proposal,tenda = bolsa/proposta
shop,bakery,tenda = panadería
shop,bathroom_furnishing,tenda = mobles_de_baño
shop,bbq,tenda = churrasco
shop,beauty,tenda = beleza
shop,bed,tenda = cama
shop,betting,tenda = aposta
shop,beverages,tenda = bebidas
shop,bicycle,tenda = bicicleta
shop,bicycle_repair,taller = reparación de bicicletas
shop,boat,tenda = barco
shop,boat_parts,tenda = pezas de barco
shop,boat_repair,taller = reparación de barcos
shop,bookmaker,tenda = casa de apostas
shop,books,tenda = libros
shop,boutique,tenda = boutique
shop,brewing_supplies,tenda = subministracións para a elaboración de cervexa
shop,building_materials,tenda = materiais de construción
shop,business_machines,tenda = máquinas comerciais
shop,butcher,tenda = carnicería
shop,cafe,tenda = cafetería
shop,call_shop,tenda = cabina telefónica
shop,camera,tenda = cámara
shop,candles,tenda = velas
shop,cannabis,tenda = cannabis
shop,canoe_hire,tenda = alugueiro de canoas
shop,car,tenda = coche
shop,car_parts,tenda = pezas de coche
shop,car_repair,taller = reparación de coches
shop,car_service,tenda = Servizo de autoservizo
shop,caravan,tenda = caravana
shop,carpet,tenda = alfombra
shop,cell_phones,Buscar tenda=teléfono_móbil = Buscar tenda=teléfono_móbil
shop,ceramics,tenda = cerámica
shop,chandler,tenda = veleiro
shop,charity,tenda = caridade
shop,cheese,tenda = queixo
shop,chemist,tenda = produto químico
shop,chocolate,tenda = chocolate
shop,clothes,tenda = roupa 👕
shop,coffee,tenda = cafetería
shop,collector,tenda = coleccionista
shop,communication,Buscar tenda=telecomunicación = Buscar tenda=telecomunicación
shop,computer,tenda = ordenador
shop,confectionery,tenda = confeitaría
shop,convenience,tenda = conveniencia
shop,convenience;gas,tenda = conveniencia; gasolina
shop,copyshop,tenda = copistería
shop,cosmetics,tenda = produtos cosméticos
shop,country_store,tenda = tenda_do_país
shop,craft,tenda = artesanía
shop,curtain,tenda = cortina
shop,dairy,tenda = lácteos
shop,deli,tenda = embutidos
shop,delicatessen,tenda = Tendas de charcutería
shop,dentures,tenda = dentaduras postizas
shop,department_store,tenda = gran almacén
shop,discount,tenda = desconto
shop,dive,tenda = mergullo
shop,diy,tenda = bricolaxe
shop,doityourself,tenda = faino ti mesmo
shop,doors,tenda = portas
shop,dry_cleaning,tenda = limpeza en seco
shop,e-cigarette,tenda = cigarro electrónico
shop,edible_seeds,tenda = sementes comestibles
shop,electrical,tenda = eléctrica
shop,electronics,tenda = electrónica
shop,energy,almacenar = enerxía
shop,equestrian,tenda = ecuestre
shop,erotic,tenda = erótica
shop,esoteric,tenda = esotérico
shop,estate_agent,tenda = axente inmobiliario
shop,fabric,tenda = tecido
shop,fabrics,tenda = tecidos
shop,farm,tenda = granxa
shop,fashion,tenda = Moda
shop,fashion_accesories,tenda = accesorios de moda
shop,fashion_accessories,tenda = accesorios_de_moda
shop,fast_food,tenda = comida rápida
shop,firearms,tenda = armas de fogo
shop,fireplace,tenda = lareira
shop,fireworks,tenda = fogos artificiais
shop,fish,tenda = peixe
shop,fishing,tenda = pesca
shop,fishmonger,tenda = peixaría
shop,flooring,tenda = piso
shop,florist,tenda = floraría
shop,flower,tenda = flor
shop,flowers,tenda = flores
shop,food,tenda = comida
shop,frame,tenda = marco
shop,free_flying,tenda = voo libre
shop,frozen_food,tenda = comida conxelada
shop,fuel,almacenar = combustible
shop,funeral_directors,tenda = directores de funerarias
shop,furnace,tenda = forno
shop,furniture,tenda = mobles
shop,gallery,tenda = galería
shop,gambling,tenda = xogo
shop,games,tenda = xogos
shop,garden_centre,tenda = centro de xardinería
shop,garden_furniture,tenda = Mobles de xardín
shop,gas,tenda = gas
shop,general,tenda = xeral
shop,general_store,tenda = tenda xeral
shop,general_stores,tenda = tendas xerais
shop,gift,tenda = agasallo
shop,glass,tenda = cristalería
shop,glaziery,tenda = cristalería
shop,gold_buyer,tenda = comprador de ouro
shop,golf,tenda = golf
shop,golf_cart,tenda = carriño de golf
shop,greengrocer,tenda = froiteiro/a
shop,grill,tenda = grella
shop,grocery,tenda = tenda de comestibles
shop,groundskeeping,tenda = mantemento de xardíns
shop,gun,tenda = arma
shop,guns,tenda = armas
shop,haberdashery,tenda = mercería
shop,hairdresser,tenda = peiteado
shop,hairdresser_supply,tenda = artigos_de_perruquería
shop,ham,tenda = xamón
shop,hardware,tenda = ferraxería
shop,health,tenda = saúde
shop,health_food,tenda = comida saudable
shop,hearing_aid_dispenser,tenda = dispensador de audífonos
shop,hearing_aids,tenda = auriculares
shop,herbalist,tenda = herborista
shop,hgv,tenda = vhg
shop,hifi,tenda = alta fidelidade
shop,hobby,tenda = afección
shop,honey,tenda = mel
shop,hookah,tenda = cachimba
shop,household_linen,tenda = roupa de cama
shop,houseware,tenda = artigos para o fogar
shop,hunting,tenda = caza
shop,hvac,tenda = aire acondicionado
shop,hydroponics,tenda = hidroponía
shop,ice_cream,tenda = xeado
shop,insurance,tenda = caixa forte
shop,interior_decoration,tenda = decoración de interiores
shop,jetski,tenda = moto acuática
shop,jewellery,tenda = xoiería
shop,jewelry,tenda = xoiería
shop,junk_yard,tenda = chatarra
shop,kiosk,tenda = quiosco
shop,kitchen,tenda = cociña
shop,kitchenware,tenda = utensilios de cociña
shop,lamps,tenda = lámpadas
shop,laundromat,tenda = lavandería
shop,laundry,tenda = roupa sucia
shop,leather,tenda = coiro
shop,lighting,almacenar = Acender
shop,locksmith,tenda = cerraxeiro
shop,lottery,tenda = lotaría
shop,mall,tenda = centro comercial
shop,manufactured_home,tenda = casa prefabricada
shop,maps,tenda = mapas
shop,marine,tenda = porto deportivo
shop,massage,tenda = masaxe
shop,medical,tenda = médico
shop,medical_supply,tenda = suplemento médico
shop,military_surplus,tenda = excedente militar
shop,mobile_home,tenda = casa móbil
shop,mobile_phone,tenda = teléfono móbil
shop,mobility_scooter,tenda = scooter
shop,model,tenda = modelo
shop,money_lender,tenda = prestamista
shop,moneylender,tenda = prestamista
shop,motorcycle,tenda = motocicleta
shop,motorcycle_parts,tenda = pezas de motocicleta
shop,motorcycle_repair,taller = reparación de motocicletas
shop,motorhome,tenda = autocaravana
shop,motorsports,tenda = automobilismo
shop,music,tenda = música
shop,musical_instrument,tenda = instrumento musical
shop,musical_instruments,tenda = instrumentos musicais
shop,new_age,tenda = nova era
shop,newsagent,tenda = vendedor de xornais
shop,no,tenda = non
shop,nutrition_supplements,tenda = suplementos_nutricionais
shop,nuts,tenda = froitos secos
shop,office_supplies,tenda = material de oficina
shop,optician,tenda = óptica
shop,organic,tenda = orgánico
shop,outdoor,tenda = exterior
shop,outdoor_power_equipment,tenda = equipamento eléctrico para exteriores
shop,outpost,tenda = avanzado
shop,paint,taller = pintura
shop,party,tenda = festa
shop,pasta,tenda = pasta
shop,pastry,tenda = pastelaría
shop,pawnbroker,tenda = prestamista
shop,pépinière,tenda = pepienier
shop,perfumery,tenda = perfumería
shop,pest_control,tenda = control de pragas
shop,pet,tenda = mascota
shop,pet_grooming,tenda = noivo_de_mascotas
shop,pharmacy,tenda = farmacia
shop,photo,tenda = foto
shop,photo_studio,tenda = estudio fotográfico
shop,photography,tenda = fotografía
shop,plant_hire,tenda = aluguer de plantas
shop,pottery,tenda = cerámica
shop,printer_ink,tenda = tinta de impresora
shop,printing,almacenar = imprimir
shop,provisions,tenda = subministracións
shop,psychic,tenda = psíquico-tarot-futuro
shop,pyrotechnics,tenda = fogos artificiais
shop,radiotechnics,taller = radiotecnia
shop,recreational_vehicle,tenda = vehículo recreativo
shop,religion,tenda = relixión
shop,rental,tenda = aluguer
shop,repair,taller = reparación
shop,rice,tenda = arroz
shop,robot,tenda = robot
shop,salon,tenda = salón de beleza
shop,scooter,tenda = scooter
shop,scuba_diving,tenda = mergullo
shop,seafood,tenda = marisco
shop,second_hand,tenda = segunda man
shop,security,tenda = seguridade
shop,sewing,tenda = mercería
shop,ship_chandler,tenda = provedor de barcos
shop,shoe_repair,tenda = reparación de calzado
shop,shoes,tenda = Zapatos
shop,shopping_centre,tenda = centro comercial
shop,skate,tenda = patinar
shop,ski,tenda = esquí
shop,snack,tenda = merenda
shop,snowmobile,tenda = moto de neve
shop,solarium,tenda = solario
shop,souvenir,tenda = recordo
shop,spare_parts,tenda = pezas de reposto
shop,spices,tenda = especias
shop,sports,tenda = Deportes
shop,stairs,tenda = escaleiras
shop,stationery,tenda = papelaría
shop,storage_rental,tenda = alugueiro_de_almacenamento
shop,street_vendor,tenda = vendedor ambulante
shop,supermarket,tenda = supermercado
shop,surf,mercar = explorar
shop,swimming_pool,tenda = piscina
shop,systembolaget,almacenar = sistemabolaget
shop,tailor,tenda = xastre
shop,tattoo,tenda = tatuaxe
shop,tea,tenda = té
shop,telecommunication,tenda = telecomunicacións
shop,ticket,tenda = billete
shop,tickets,tenda = Billetes
shop,tiles,tenda = azulexos
shop,tobacco,tenda = tabaco
shop,tool_hire,tenda = alugueiro de ferramentas
shop,tools,taller = ferramentas
shop,toy,tenda = xoguete
shop,toys,tenda = xoguetes
shop,tractor,taller = tractor
shop,trade,tenda = tenda
shop,trailer,tenda = remolque
shop,travel_agency,tenda = axencia de viaxes
shop,trophy,tenda = trofeo
shop,truck,tenda = camión
shop,truck_repair,taller = reparación de camións
shop,tyres,tenda = pneumáticos
shop,underwear,tenda = roupa interior
shop,vacant,tenda = vacante
shop,vacuum_cleaner,tenda = aspiradora
shop,variety_store,tenda = tenda de variedades
shop,vehicles,tenda = vehículos
shop,video,tenda = vídeo
shop,video_games,tenda = videoxogos
shop,watches,tenda = reloxos
shop,water,almacenar = auga
shop,water_sports,tenda = Deportes acuáticos
shop,weapons,tenda = armas
shop,wellness,tenda = benestar
shop,wholesale,tenda = maiorista (maiorista)
shop,wigs,tenda = perrucas
shop,window,tenda = escaparate
shop,window_blind,tenda = persiana
shop,window_tinting,tenda = tintado de fiestras
shop,windows,tenda = fiestras
shop,wine,tenda = viño
shop,winery,tenda = prensa de viño
shop,wool,tenda = la
short_name,USPS,nome curto = USPS
shoulder,both,ombreiro = ambos
shoulder,no,ombreiro = non
shoulder,right,ombreiro = Correcto
shrubbery:density,dense,arbustos:densidade=beirarrúa
side,left,lado = esquerda
side,right,lado = Correcto
sides,1,lados = *
sides,2,lados = *
sidewalk,both,beirarrúa = ambas as cousas
sidewalk,left,beirarrúa = esquerda
sidewalk,no,beirarrúa = non
sidewalk,none,beirarrúa = ningunha
sidewalk,right,beirarrúa = Correcto
sidewalk,separate,beirarrúa = separada
sidewalk,sidepath,beirarrúa = camiño lateral
sidewalk:both,no,denso:ambos=ningún
sidewalk:both,separate,beirarrúa: ambas = separadas
sidewalk:both:surface,asphalt,beirarrúa:ambos:superficie = asfalto
sidewalk:both:surface,concrete,beirarrúa:ambos:superficie=beirarrúa
sidewalk:both:surface,paving_stones,beirarrúa:ambos:superficie = adoquíns
sidewalk:both:surface,rock,beirarrúa:ambos:superficie = rocha
sidewalk:left,no,beirarrúa: esquerda = non
sidewalk:left,separate,beirarrúa: esquerda = separada
sidewalk:left:surface,asphalt,Especificamente: á esquerda: beirarrúa = de
sidewalk:left:surface,paving_stones,superficie de asfalto:á esquerda:a superficie=esa tapa de adoquín
sidewalk:right,no,beirarrúa: dereita = non
sidewalk:right,separate,beirarrúa: dereita = separada
sidewalk:right:surface,asphalt,beirarrúa:dereita:superficie = asfalto
sidewalk:right:surface,paving_stones,beirarrúa:dereita:superficie = adoquíns
signal_station,bridge,estación de sinalización = ponte
signal_station,firing,estación de sinalización = disparo
signal_station,international_port_traffic,estación de sinalización = tráfico portuario internacional
signal_station,lock,estación de sinalización = pechar
signal_station,telegraph,estación de sinalización = telégrafo
signal_station,tide_gauge,estación de sinais = mareógrafo
signal_station,tide_scale,estación de sinais = mareógrafo
signal_station,traffic,estación de sinalización = tráfico
signal_station,weather,estación de sinais = tempo
signpost,forestry_compartment,sinalización = compartimento forestal
sinkhole,bluehole,dolina = burato azul
sinkhole,doline,dolina = sumidoiro
sinkhole,estavelle,sumidoiro = dolina
sinkhole,pit,sumidoiro = pozo
sinkhole,ponor,sumidoiro = ponor
site,geodesic,sitio = xeodésico
site,mall,sitio = centro comercial
site,parking,sitio = aparcadoiro
site,piste,sitio = pista
site,stop_area,sitio = área_de_parada
site,venue,sitio = evento
site,wind_farm,sitio = parque eólico
site_type,baths,tipo de sitio = spa
site_type,bigstone,tipo de sitio = pedra grande
site_type,city,tipo de sitio = cidade
site_type,crannog,tipo de sitio = crannog
site_type,enclosure,tipo de sitio = recinto
site_type,fortification,tipo_de_sitio = fortificación
site_type,hut_circle,tipo de sitio = cabana circular
site_type,megalith,tipo_de_sitio = megalito
site_type,mineral_extraction,tipo_de_sitio = extracción_de_mineral
site_type,minilith,tipo de sitio = minilito
site_type,necropolis,tipo_de_sitio = necrópole
site_type,petroglyph,tipo de sitio = petróglifo
site_type,ringfort,tipo de sitio = fortificación
site_type,roman_circus,tipo de sitio = circo romano
site_type,roman_villa,tipo de sitio = vila romana
site_type,settlement,tipo_de_sitio = asentamento
site_type,tumulus,tipo_de_sitio = túmulo
ski,no,esquí = non
smoking,*,fumar = *
smoking,no,non fumar
smoking,outside,fumar = fóra de
smoothness,bad,suavidade = mala
smoothness,excellent,suavidade = excelente
smoothness,good,suavidade = boa
smoothness,horrible,suavidade = horrible
smoothness,impassable,suavidade = insuperable
smoothness,intermediate,suavidade = enterrar
smoothness,very_bad,suavidade = moi mala
smoothness,very_horrible,suavidade = moi horrible
snowmobile,designated,moto de neve = designado/a
snowmobile,no,moto de neve = non
social_facility,ambulatory_care,instalacións_sociais = atención ambulatoria
social_facility,assisted_living,instalacións_sociais = vida asistida
social_facility,clothing_bank,instalación social = banco de roupa
social_facility,day_care,instalacións_sociais = gardería
social_facility,food_bank,instalacións_sociais = Banco de alimentos
social_facility,group_home,instalacións_sociais = inicio_do_grupo
social_facility,hospice,instalación social = hospicio
social_facility,nursing_home,instalacións_sociais = residencia_de_anciáns
social_facility,outreach,instalacións_sociais = superar
social_facility,shelter,instalacións_sociais = refuxio
social_facility,soup_kitchen,instalación social = comedor social
social_facility,workshop,instalacións_sociais = obradoiro
social_facility:for,child,instalación_social:para = neno/a
social_facility:for,disabled,instalación_social:para = discapacitado
social_facility:for,homeless,instalación_social:para = Vagabundo
social_facility:for,juvenile,instalación_social:para = mocidade
social_facility:for,mental_health,instalación_social:para = saúde mental
social_facility:for,senior,instalación_social:para = persoa_senior
socket:chademo,1,de ósos:chademo=1
socket:type2,1,tapa:tipo2=1
socket:type2,2,enchufe: tipo 2 = *
socket:type2_combo,1,tapa:tipo2_combo=1
socket:type2:output,22 kW,cap:tipo2:potencia=22 kW
source,*,fonte = *
source,#opendri-comoros,fonte=#opendri-comoras
