key,value,définition
species,Pinus␣strobus,espèce=Pinus ␣ strobus
species,Pinus␣sylvestris,espèce=Pinus α sylvestris
species,Pla,espèces=Pla
species,platanoides,espèces=platanoïdes
species,Platanus × hispanica,espèce=Platanus × hispanica
species,Platanus acerifolia,espèce=Platanus acerifolia
species,Platanus x acerifolia,espèce=Platanus x acerifolia
species,Platanus x hispanica,espèce=Platanus x hispanica
species,Platanus␣×␣hispanica,espèce=Platanus ␣ × ␣ hispanica
species,Platanus␣acerifolia,espèce=Platanus ␣ acerifolia
species,Platanus␣acerifolia␣x,espèce=Platanus ␣ acerifolia ␣ x
species,Platanus␣orientalis,espèce=Platanus ␣ orientalis
species,Platanus␣x␣acerifolia,espèce=Platanus ␣ x ␣ acerifolia
species,PLATANUS␣X␣ACERIFOLIA␣(SIN␣P.␣HYBRIDA),espèce=PLATANUS ␣ X ␣ ACERIFOLIA ␣ (SIN ␣ P. ␣ HYBRIDA)
species,Platanus␣x␣hispanica,espèce=Platanus ␣ x ␣ hispanica
species,platyphyllos,espèce=platyphyllos
species,Poa,espèce=Poa
species,Pon,espèces=Pon
species,Pon1,espèce=Pon1
species,Populus nigra,espèce=Populus nigra
species,Populus␣alba,espèce=Populus α alba
species,"Populus␣alba␣""Bolleana""","espèce=Populus ␣ alba ␣ ""Bolleana"""
species,Populus␣nigra,espèce=Populus α nigra
species,Populus␣pyramidalis,espèce=Populus α pyramidalis
species,Populus␣sp.,espèce=Populus ␣ sp.
species,Populus␣x␣canadensis,espèce=Populus α x α canadensis
species,Pr1,espèce=Pr1
species,Prunus avium,espèce=Prunus avium
species,Prunus cerasifera,espèce=Prunus cerasifera
species,Prunus serrulata,espèce=Prunus serrulata
species,Prunus␣avium,espèce=Prunus α avium
species,Prunus␣cerasifera,espèce=Prunus α cerasifera
species,PRUNUS␣CERASIFERA␣'PISSARDII',espèce=PRUNUS ␣ CERASIFERA ␣ 'PISSARDII'
species,"Prunus␣cerasifera␣""Pissardii""","espèce=Prunus ␣ cerasifera ␣ ""Pissardii"""
species,Prunus␣domestica,espèce=Prunus ␣ domestica
species,Prunus␣padus,espèce=Prunus ␣ padus
species,Prunus␣serrulata,espèce=Prunus α serrulata
species,Prunus␣sp,espèce=Prunus ␣ sp
species,Prunus␣sp.,espèce=Prunus ␣ sp.
species,Prunus␣virginiana,espèce=Prunus ␣ virginiana
species,pseudoplatanus,espèce=pseudoplatanus
species,Pseudotsuga␣menziesii,espèce=Pseudotsuga α menziesii
species,Pyrus calleryana,espèce=Pyrus calleryana
species,Pyrus␣calleryana,espèce=Pyrus ␣ calleryana
species,Pyrus␣calleryana␣'Chanticclere,espèce=Pyrus ␣ calleryana ␣ 'Chanticclere
species,Pyrus␣communis,espèce=Pyrus α communis
species,Quercus ilex,espèce=Quercus ilex
species,Quercus robur,espèce=Quercus robur
species,Quercus rubra,espèce=Quercus rubra
species,Quercus_suber,espèce=Quercus_suber
species,Quercus␣alba,espèce=Quercus α alba
species,Quercus␣bicolor,espèce=Quercus ␣ bicolor
species,Quercus␣cerris,espèce=Quercus α cerris
species,Quercus␣ilex,espèce= Quercus ilex
species,Quercus␣macrocarpa,espèce=Quercus ␣ macrocarpa
species,Quercus␣palustris,espèce=Quercus ␣ palustris
species,Quercus␣robur,espèce=Quercus ␣ robur
species,Quercus␣rubra,espèce=Quercus ␣ rubra
species,Qur,espèces=Qur
species,RHUS␣TYPHINA,espèce=RHUS ␣ TYPHINA
species,Robinia pseudoacacia,espèce=Robinia pseudoacacia
species,ROBINIA␣PSEUDACACIA,espèce=ROBINIA ␣ PSEUDACACIA
species,Robinia␣pseudoacacia,espèce=Robinia ␣ pseudoacacia
species,"Robinia␣pseudoacacia␣""Bessoniana""","espèce=Robinia ␣ pseudoacacia ␣ ""Bessoniana"""
species,robur,espèces=robur
species,Roystonea␣regia,espèce=Roystonea ␣ regia
species,Rp,espèce=Rp
species,Salix␣alba,espèce=Salix α alba
species,SALIX␣BABYLONICA,espèce=SALIX ␣ BABYLONICA
species,Schinus␣molle,espèce=Schinus ␣ molle
species,Soj,espèce=Soj
species,Sophora␣japonica,espèce=Sophora α japonica
species,Sorbus␣aria,espèce=Sorbus ␣ aria
species,Sorbus␣aucuparia,espèce=Sorbus ␣ aucuparia
species,Sorbus␣domestica,espèce=Sorbus α domestica
species,Sorbus␣intermedia,espèce=Sorbus α intermedia
species,sylvatica,espèces=sylvatica
species,Syringa␣reticulata,espèce=Syringa α reticulata
species,Taxus␣baccata,espèce=Taxus ␣ baccata
species,Tg1,espèce=Tg1
species,Tgc,espèce=Tgc
species,Thuja␣occidentalis,espèce=Thuya ␣ occidentalis
species,THUJA␣ORIENTALIS,espèce=THUJA ␣ ORIENTALIS
species,Tilia,espèce=Tilia
species,Tilia cordata,espèce=Tilia cordata
species,Tilia platyphyllos,espèce=Tilia platyphyllos
species,Tilia tomentosa,espèce=Tilia tomentosa
species,Tilia x europaea,espèce=Tilia x europaea
species,Tilia␣americana,espèce=Tilia ␣ americana
species,Tilia␣cordata,espèce=Tilia ␣ cordata
species,Tilia␣euchlora␣x,espèce=Tilia ␣ euchlora ␣ x
species,Tilia␣Europaea,espèce=Tilia ␣ Europaea
species,"Tilia␣europaea␣""Pallida""","espèce = Tilia ␣ europaea ␣ ""Pallida"""
species,Tilia␣platyphyllos,espèce=Tilia ␣ platyphyllos
species,Tilia␣sp,espèce=Tilia ␣ sp
species,Tilia␣sp.,espèce=Tilia ␣ sp.
species,Tilia␣tomentosa,espèce=Tilia α tomentosa
species,TILIA␣TOMENTOSA␣(SIN.␣T.␣ARGENTEA),espèce=TILIA ␣ TOMENTOSA ␣ (SIN. ␣ T. ␣ ARGENTEA)
species,Tilia␣x␣euchlora,espèce=Tilia α x α euchlora
species,Tilia␣x␣europaea,espèce=Tilia α x α europaea
species,Tilia␣x␣europea,espèce=Tilia ␣ x ␣ europea
species,Tilp,espèce=Tilp
species,tomentosa,espèce=tomentosa
species,Trachycarpus␣fortunei,espèce=Trachycarpus ␣ fortunei
species,Ulmus␣americana,espèce=Ulmus α americana
species,Ulmus␣carpinifolia,espèce=Ulmus ␣ carpinifolia
species,Ulmus␣glabra,espèce=Ulmus ␣ glabra
species,Ulmus␣minor,espèce=Ulmus α minor
species,Ulmus␣parvifolia,espèce=Ulmus α parvifolia
species,Ulmus␣pumila,espèce=Ulmus α pumila
species,Washingtonia␣filifera,espèce=Washingtonia α filifera
species,Washingtonia␣robusta,espèce=Washingtonia α robusta
species,x␣carnea,espèces=x ␣ carnea
species,x␣europaea,espèces=x α europaea
species,x␣hispanica,espèces=x ␣ hispanique
species,Zelkova␣serrata,espèce=Zelkova α serrata
species:de,Ahornblättrige Platane,espèce:de=Ahornblättrige Platane
species:de,Gemeine Esche,espèces:de=Gemeine Esche
species:de,Holländische-Linde,espèce:de=Holländische-Linde
species:de,Rosskastanie,espèces:de=Rosskastanie
species:de,Spitz-Ahorn,espèce:de=Spitz-Ahorn
species:de,Spitzahorn,espèces : de=Spitzahorn
species:de,Stiel-Eiche,espèces:de=Stiel-Eiche
species:de,Winter-Linde,espèces:de=Lin d'hiver
species:en,Honey Locust,Espèce : févier d'Amérique
species:en,Norway Maple,espèces:en=Érable de Norvège
species:en,Norway␣Maple,espèces:en=Norvège ␣ Érable
species:en,Red Maple,espèces : érable rouge
species:en,Sugar Maple,espèces : érable à sucre
species:en,Sugar␣Maple,espèces:en=Érable à sucre
species:it,Olivo,espèce : il=Olivo
species:wikidata,Q156907,espèces:wikidata=Q156907
species:wikidata,Q156944,espèces:wikidata=Q156944
species:wikidata,Q161374,espèces:wikidata=Q161374
species:wikidata,Q163760,espèces:wikidata=Q163760
species:wikidata,Q26745,espèces:wikidata=Q26745
species:wikidata,Q26899,espèces:wikidata=Q26899
speisebezirk,*,speisebezirk=*
sport,10pin,sport=10 broches
sport,8pin,sport=8 broches
sport,9pin,sport=9 broches
sport,aerobics,sport=aérobic
sport,aikido,sport=aïkido
sport,american_football,sport=football_américain
sport,american_handball,sport=handball_américain
sport,archery,sport=tir à l'arc
sport,association_football,sport=football_association
sport,athletics,sport=athlétisme
sport,australian_football,sport=football_australien
sport,badminton,sport=badminton
sport,balle_pelote,sport=balle_pelote
sport,bandy,sport=bandy
sport,BASE,sport=BASE
sport,baseball,sport=baseball
sport,basketball,sport=basketball
sport,basketball;soccer,sport=basketball;soccer
sport,batting_cage,sport=cage_de_batterie
sport,beachvolleyball,sport=beachvolleyball
sport,biathlon,sport=biathlon
sport,billards,sport=billards
sport,billiards,sport=billard
sport,bmx,sport=bmx
sport,bobsleigh,sport=bobsleigh
sport,boules,sport=boules
sport,bowling,sport=bowling
sport,bowls,sport=bowling
sport,boxing,sport=boxe
sport,bullfighting,sport=corrida
sport,calisthenics,sport=calisthénie
sport,canadian_football,sport=football_canadien
sport,candlepin,sport=bougie
sport,canoe,sport=canoë
sport,canoe_polo,sport=canoë-polo
sport,chess,sport=échecs
sport,chinlone,sport=chinlone
sport,cliff_diving,sport=plongée de falaise
sport,climbing,sport=escalade
sport,climbing_adventure,sport=escalade_aventure
sport,cockfighting,sport=combats de coqs
sport,cricket,sport=cricket
sport,cricket_nets,sport=filets_de_cricket
sport,croquet,sport=croquet
sport,crossfit,sport=crossfit
sport,curling,sport=curling
sport,cycle_ball,sport=cycle_ball
sport,cycle_polo,sport=cycle_polo
sport,cycling,sport=cyclisme
sport,dancing,sport = danse
sport,darts,sport=fléchettes
sport,disc_golf,sport=disc_golf
sport,diving,sport=plongée
sport,dog_agility,sport=agility canine
sport,dog_racing,sport=courses_de_chiens
sport,dragon_boat,sport=dragon_boat
sport,equestrian,sport=équitation
sport,exercise,sport = exercice
sport,fencing,sport=escrime
sport,field_hockey,sport=hockey sur gazon
sport,fitness,sport=forme physique
sport,five-a-side,sport=football à cinq
sport,fives,sport=fives
sport,floorball,sport=floorball
sport,football,sport=football
sport,footballgolf,sport=footballgolf
sport,four_square,sport=four_square
sport,free_flying,sport=vol libre
sport,funnel_ball,sport=ballon_entonnoir
sport,futsal,sport=futsal
sport,gaelic_football,sport=football_gaélique
sport,gaelic_games,sport=jeux_gaéliques
sport,gaga,sport=gaga
sport,golf,sport=golf
sport,gymnastics,sport=gymnastique
sport,handball,sport=handball
sport,hapkido,sport=hapkido
sport,high_rope_course,sport=parcours_d'accrobranche
sport,hockey,sport=hockey
sport,horse_racing,sport=courses_de_chevaux
sport,horseshoes,sport=fers à cheval
sport,ice_hockey,sport=hockey sur glace
sport,ice_skating,sport=patinage sur glace
sport,ice_stock,sport=ice_stock
sport,judo,sport=judo
sport,karate,sport=karaté
sport,karting,sport=karting
sport,kickboxing,sport=kickboxing
sport,kitesurfing,sport=kitesurf
sport,korfball,sport=korfball
sport,krachtbal,sport=krachtbal
sport,lacrosse,sport=lacrosse
sport,laser_tag,sport=laser_tag
sport,long_jump,sport=saut_en_longueur
sport,martial_arts,sport=arts martiaux
sport,miniature_golf,sport=miniature_golf
sport,model_aerodrome,sport=modèle_aérodrome
sport,motocross,sport=motocross
sport,motor,sport=moteur
sport,multi,sport=multi
sport,netball,sport=netball
sport,nine_mens_morris,sport=nine_mens_morris
sport,obstacle_course,sport=parcours_d_obstacles
sport,orienteering,sport=course d'orientation
sport,paddle_tennis,sport=paddle_tennis
sport,padel,sport=padel
sport,paintball,sport=paintball
sport,parachuting,sport=parachutisme
sport,paragliding,sport=parapente
sport,parkour,sport=parkour
sport,pedal_car_racing,sport=course_de_voitures_à_pédales
sport,pelota,sport=pelota
sport,pesäpallo,sport=pesäpallo
sport,petanque,sport=pétanque
sport,pickeball,sport=pickeball
sport,pickleball,sport=pickleball
sport,pilates,sport=pilates
sport,pole_dance,sport=pole_dance
sport,polo,sport=polo
sport,racquet,sport=racquet
sport,rc_car,sport=rc_car
sport,roller_hockey,sport=roller_hockey
sport,roller_skating,sport=roller_skating
sport,rowing,sport=aviron
sport,rugby,sport=rugby
sport,rugby_league,sport=rugby_league
sport,rugby_union,sport=rugby_union
sport,running,sport=course à pied
sport,safety_training,sport=formation_sécurité
sport,sailing,sport=voile
sport,scuba_diving,sport=plongée_sous_marine
sport,shooting,sport=tir
sport,shooting_range,sport=stand_de_tir
sport,shooting/Archived_proposal,sport=tir/Proposition_archivée
sport,shot-put,sport=lancer de poids
sport,shuffleboard,sport=shuffleboard
sport,skateboard,sport=skateboard
sport,skating,sport=patinage
sport,ski_jumping,sport=saut_à_ski
sport,skiing,sport=ski
sport,snooker,sport=snooker
sport,soccer,sport=football
sport,soccer;basketball,sport=soccer;basketball
sport,softball,sport=softball
sport,speedway,sport=speedway
sport,squash,sport=squash
sport,sumo,sport=sumo
sport,surfing,sport=surf
sport,swimming,sport=natation
sport,table_soccer,sport=football_de_table
sport,table_tennis,sport=tennis_de_table
sport,taekwondo,sport=taekwondo
sport,team_handball,sport=handball_équipe
sport,tennis,sport=tennis
sport,tetherball,sport=tetherball
sport,toboggan,sport=toboggan
sport,touch_football,sport=touch_football
sport,trampoline,sport=trampoline
sport,trugo,sport=trugo
sport,ultimate,sport=ultime
sport,volleyball,sport=volleyball
sport,wakeboarding,sport=wakeboard
sport,water_polo,sport=water-polo
sport,water_ski,sport=ski nautique
sport,water_sports,sport=sports_nautiques
sport,weightlifting,sport=haltérophilie
sport,windsurfing,sport=planche à voile
sport,wrestling,sport=lutte
sport,yoga,sport=yoga
sport,zurkhaneh_sport,sport=zurkhaneh_sport
sports,aikido,sports=aïkido
sports,athletics,sports=athlétisme
spring:type,hot,printemps:type=chaud
ssr:type,bruk,ssr:type=bruk
standing,low,position debout = bas
standing,very_low,position = très basse
stars,3,étoiles=3
stars,4,étoiles=4
start_date,1800,date_début=1800
start_date,2023,date_début=2023
start_date,2024,date_début=2024
start_date,2025,date_début=2025
start_date,1976..1991,date_début=1976..1991
start_date,xxxx,date_début=xxxx
state,alternate,état=alternatif
state,proposed,état=proposé
station,funicular,station = funiculaire
station,light_rail,station=tramway
station,monorail,station=monorail
station,subway,station = métro
statue,animal,statue=animal
statue,equestrian,statue=équestre
statue,virgin,statue=vierge
status,abandoned,statut=abandonné
status,река,statut=reka
step_count,1,nombre_d'étapes=1
step_count,2,nombre_d'étapes=2
step_count,3,nombre_d'étapes=3
step_count,4,nombre_d'étapes=4
step_count,5,nombre_d'étapes=5
step_count,6,nombre_d'étapes=6
step_count,7,nombre_d'étapes=7
step_count,8,nombre_d'étapes=8
step_count,9,nombre_d'étapes=9
step_count,10,nombre_d'étapes=10
step_count,11,nombre_d'étapes=11
step_count,12,nombre_d'étapes=12
step_count,13,nombre_d'étapes=13
step_count,15,nombre_d'étapes=15
STIF:zone,5,STIF:zone=5
stile,stepover,montant = enjambement
stone_type,khachkar,type_de_pierre=khatchkar
stop,all,stop=tout
stop,minor,stop=mineur
stream,intermittent,flux=intermittent
stream,perennial,ruisseau=vivace
street_cabinet,postal_service,rue_cabinet=service_postal
street_cabinet,power,armoire de rue=puissance
street_cabinet,telecom,armoire_de_rue=télécom
structure,lattice,structure=treillis
structure,solid,structure=solid
structure,tubular,structure=tubulaire
structure_gauge,GC,structure_gauge=GC
studio,audio,studio=audio
studio,radio,studio=radio
studio,television,studio=télévision
studio,video,studio=vidéo
sub_sea,reef,sous-marin=récif
subject,pipeline,sujet=pipeline
subject,United States,Sujet : États-Unis
subject:wikidata,Q30,sujet:wikidata=Q30
substance,CNG,substance = GNC
substance,fuel,substance = carburant
substance,gas,substance = gaz
substance,hot_water,substance=eau chaude
substance,LNG,substance = GNL
substance,oil,substance=huile
substance,rainwater,substance = eau de pluie
substance,sewage,substance=eaux usées
substance,wastewater,substance = eaux usées
substance,water,substance = eau
substance,waterwaste,substance = déchets d'eau
substation,compensation,sous-station = compensation
substation,compression,sous-station = compression
substation,converter,sous-station = convertisseur
substation,distribution,sous-station = distribution
substation,generation,sous-station = production
substation,industrial,sous-station = industrielle
substation,measurement,sous-station = mesure
substation,minor_distribution,sous-station=distribution_mineure
substation,traction,sous-station = traction
substation,transition,sous-station = transition
substation,transmission,sous-station = transmission
supervised,no,supervisé = non
support,ground,support=sol
support,ornamental,support=ornemental
support,pedestal,support=piédestal
support,pole,support=poteau
support,poles,support=poteaux
support,post,support=post
support,power_pole,support=pôle_électrique
support,street_furniture:transit_shelter,support=mobilier_de_rue:abri_de_transit
support,tree,support=arbre
support,trunk,support=trunk
support,wall,support=mur
support,wall_mounted,support=monté au mur
support,wire,support=fil
surface,acrylic,surface=acrylique
surface,artificial_grass,surface=herbe_artificielle
surface,artificial_turf,surface=gazon_artificiel
surface,asphalt,surface=asphalte
surface,bitmac,surface=bitmac
surface,brick,surface=brique
surface,bricks,surface=briques
surface,carpet,surface=tapis
surface,cement,surface=ciment
surface,chipseal,surface=scellement par gravillons
surface,clay,surface=argile
surface,cobblestone,surface=pavés
surface,cobblestone:flattened,surface=pavés:aplatis
surface,compacted,surface=compactée
surface,concrete,surface=béton
surface,concrete:lanes,surface=concrete:lanes
surface,concrete:plates,surface=béton:plaques
surface,dirt,surface=saleté
surface,dirt/sand,surface=terre/sable
surface,earth,surface=terre
surface,fine_gravel,surface=gravier fin
surface,granite,surface=granit
surface,grass,surface=herbe
surface,grass_paver,surface=pavé_gazon
surface,gravel,surface=gravier
surface,ground,surface=sol
surface,hard,surface=dure
surface,ice,surface=glace
surface,ice_road,surface=route_de_glace
surface,interlock,surface=interverrouillage
surface,metal,surface=métal
surface,metal_grid,surface=grille_métallique
surface,mud,surface=boue
surface,paved,surface=pavée
surface,paving_stones,surface=pavés
surface,paving_stones:20,surface=pavés:20
surface,paving_stones:30,surface=pavés:30
surface,pebblestone,surface=galet
surface,plastic,surface=plastique
surface,rock,surface=roche
surface,rocks,surface=roches
surface,rocky,surface=rocheuse
surface,roman_paving,surface=pavage romain
surface,rubber,surface=caoutchouc
surface,sand,surface=sable
surface,sett,surface=set
surface,snow,surface=neige
surface,soil,surface=sol
surface,stepping_stones,surface=pierres de gué
surface,stone,surface=pierre
surface,tarmac,surface=tarmac
surface,tarmacadam,surface=tarmacadam
surface,tartan,surface=tartan
surface,trail,surface=sentier
surface,unhewn_cobblestone,surface=pavés non taillés
surface,unpaved,surface=non pavée
surface,unpaved_minor,surface=non pavée_mineure
surface,wood,surface=bois
surface,woodchips,surface=copeaux de bois
surface:colour,red,surface:couleur=rouge
surface:grade,3,surface:grade=3
surrey:date,19850801,Surrey:date=19850801
surveillance,indoor,surveillance=intérieur
surveillance,outdoor,surveillance = extérieur
surveillance,public,surveillance = public
surveillance,traffic,surveillance = trafic
surveillance:type,ALPR,surveillance:type=ALPR
surveillance:type,camera,surveillance:type=caméra
surveillance:zone,building,surveillance:zone=bâtiment
surveillance:zone,parking,surveillance:zone=parking
surveillance:zone,town,surveillance:zone=ville
surveillance:zone,traffic,surveillance:zone=circulation
survey_point:datum_aligned,no,point_d'arpentage:aligné_datum=non
survey_point:purpose,both,point_d'enquête :objectif=les deux
survey_point:purpose,horizontal,point_d'enquête :objectif=horizontal
survey_point:purpose,vertical,point_d'enquête :objectif=vertical
survey_point:structure,beacon,point_d'enquête : structure=balise
survey_point:structure,block,point_d'enquête :structure=bloc
survey_point:structure,bracket,point_d'enquête:structure=bracket
survey_point:structure,cut,point_d'arpentage:structure=coupe
survey_point:structure,indented_pin,point_d'arpentage:structure=pin_indenté
survey_point:structure,magnet,point_d'arpentage:structure=aimant
survey_point:structure,medallion,point_d'enquête:structure=médaillon
survey_point:structure,pillar,point_d'arpentage:structure=pilier
survey_point:structure,pin,point_d'arpentage:structure=épingle
survey_point:structure,plaque,point_d'enquête:structure=plaque
survey_point:structure,pole,point_d'arpentage:structure=pôle
survey:date,2013,enquête : date=2013
survey:date,2020,enquête:date=2020
survey:date,2022,enquête:date=2022
survey:date,2023,enquête:date=2023
survey:name,PDC PhilAWARE,sondage : nom=PDC PhilAWARE
survey:name,PDC␣PhilAWARE,sondage:nom=PDC ␣ PhilAWARE
swimming_pool,inground,piscine=inround
swimming_pool,outdoor,piscine_extérieure
swimming_pool,personal,piscine_personnelle
swing_gate:type,single,portail_battant:type=simple
switch,circuit_breaker,interrupteur=disjoncteur
switch,disconnector,interrupteur=déconnecteur
switch,earthing,interrupteur=mise à la terre
switch,mechanical,interrupteur = mécanique
symbol,Liegende gelbe Raute auf weißem Grund,symbol=Liegende gelbe Raute auf weißem Grund
tactile_paving,contrasted,pavage_tactile=contrasté
tactile_paving,incorrect,pavage_tactile=incorrect
tactile_paving,no,pavage tactile=non
tactile_paving,partial,pavage_tactile=partiel
takeaway,no,à emporter = non
takeaway,only,à emporter = seulement
tank_trap,czech_hedgehog,tank_trap=hérisson tchèque
taxi_type,motorcycle,type_taxi=moto
taxi_vehicle,motorcycle,véhicule_taxi=moto
taxon,Acer platanoides,taxon=Acer platanoides
taxon,Acer␣platanoides,taxon=Acer α platanoides
taxon,Aesculus hippocastanum,taxon=Aesculus hippocastanum
taxon,Aesculus␣hippocastanum,taxon=Aesculus ␣ hippocastanum
taxon:family,Arecaceae,taxon:famille=Arecaceae
telecom,antenna,télécommunications = antenne
telecom,central_office,télécom=bureau_central
telecom,connection_point,télécom=point_de_connexion
telecom,cross-connect,télécom=interconnexion
telecom,data_center,télécom=centre_de_données
telecom,data_centre,télécom=centre_de_données
telecom,datacenter,télécom = centre de données
telecom,distribution_point,télécom=point_de_distribution
telecom,exchange,télécom=échange
telecom,outdoor_dslam,telecom=outdoor_dslam
telecom,pole,télécom=poteau
telecom,remote_digital_terminal,télécom=terminal_numérique_distant
telecom,remote_terminal,télécom=terminal_distant
telecom,service_device,télécom=appareil_de_service
telecom,street_cabinet,télécom=armoire_de_rue
telecom:medium,coaxial,télécom : support = coaxial
telecom:medium,copper,télécom : milieu = cuivre
telecom:medium,fibre,télécom : moyen = fibre
telescope:type,optical,télescope:type=optique
telescope:type,radio,télescope:type=radio
teryt:rm,1,teryt:rm=1
teryt:stan_na,2009-01-01,teryt:stan_na=2009-01-01
teryt:updated_by,teryt2osm combine.py v. 43,teryt:updated_by=teryt2osm combine.py v. 43
teryt:updated_by,teryt2osm␣combine.py␣v.␣43,teryt:updated_by=teryt2osm ␣ combine.py ␣ v. ␣ 43
thc:designation,Historical Marker,thc:désignation=Marqueur historique
theatre:genre,philharmonic,théâtre:genre=philharmonique
theatre:type,amphi,théâtre:type=amphi
theatre:type,concert_hall,théâtre:type=salle_de_concert
theatre:type,open_air,théâtre:type=en_plein_air
theatre:type,opera_house,théâtre:type=opéra_house
tidal,mud,marée = boue
tidal,no,marée=non
tidal,pebbles,marée = cailloux
tiger:cfcc,A11,tigre:cfcc=A11
tiger:CLASSFP,C1,tigre:CLASSFP=C1
tiger:county,*,tigre:comté=*
tiger:county,"Alameda, CA","tigre:comté=Alameda, CA"
tiger:CPI,N,tigre:IPC=N
tiger:FUNCSTAT,A,tigre:FUNCSTAT=A
tiger:MTFCC,G4110,tigre:MTFCC=G4110
tiger:mtfcc,S1400,tigre:mtfcc=S1400
tiger:name_base,10th,tigre:nom_base=10e
tiger:name_type_2,Rd,tigre:nom_type_2=Rd
tiger:PCICBSA,N,tigre:PCICBSA=N
tiger:PCINECTA,N,tigre:PCINECTA=N
tiger:reviewed,aerial,tigre:revu=aérien
tiger:reviewed,no,tigre:revu=non
tiger:reviewed,position,tigre:revu=position
tiger:separated,no,tigre:séparé=non
tiger:source,tiger_import_dch_v0.6_20070808,tigre:source=tiger_import_dch_v0.6_20070808
tiger:source,tiger_import_dch_v0.6_20070809,tigre:source=tiger_import_dch_v0.6_20070809
tiger:source,tiger_import_dch_v0.6_20070810,tigre:source=tiger_import_dch_v0.6_20070810
tiger:source,tiger_import_dch_v0.6_20070812,tigre:source=tiger_import_dch_v0.6_20070812
tiger:source,tiger_import_dch_v0.6_20070813,tigre:source=tiger_import_dch_v0.6_20070813
tiger:source,tiger_import_dch_v0.6_20070828,tigre:source=tiger_import_dch_v0.6_20070828
tiger:source,tiger_import_dch_v0.6_20070829,tiger:source=tiger_import_dch_v0.6_20070829
tiger:source,tiger_import_dch_v0.6_20070830,tigre:source=tiger_import_dch_v0.6_20070830
tiger:upload_uuid,bulk_upload.pl-106854db-ba6b-4a06-906c-108de5574a89,tiger:upload_uuid=bulk_upload.pl-106854db-ba6b-4a06-906c-108de5574a89
tiger:upload_uuid,bulk_upload.pl-a63d01ec-aa34-45c6-95e2-2eb9014697f7,tigre:upload_uuid=bulk_upload.pl-a63d01ec-aa34-45c6-95e2-2eb9014697f7
tiger:upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger:upload_uuid=bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9
TMC:cid_58:tabcd_1:Class,Point,TMC:cid_58:tabcd_1:Classe=Point
TMC:cid_58:tabcd_1:Direction,both,TMC:cid_58:tabcd_1:Direction=les deux
TMC:cid_58:tabcd_1:LCLversion,9.00,TMC:cid_58:tabcd_1:LCLversion=9.00
TMC:Direction,negative,TMC : Direction = négative
TMC:Direction,positive,TMC : Direction = positive
todo,continue,à faire = continuer
toilets,no,toilettes=non
toilets:access,customers,toilettes:accès=clients
toilets:access,permissive,toilettes:accès=permissif
toilets:disposal,flush,toilettes : élimination = chasse d'eau
toilets:disposal,pitlatrine,toilettes : élimination = fosse septique
toilets:handwashing,no,toilettes : lavage des mains = non
toilets:num_chambers,1,toilettes:num_chambers=1
toilets:position,outside,toilettes:position=extérieur
toilets:position,squat,toilettes:position=squat
toilets:wheelchair,no,toilettes : fauteuil roulant = non
toll,no,péage=non
tomb,cenotaph,tombe = cénotaphe
tomb,columbarium,tombe = columbarium
tomb,crypt,tombe=crypte
tomb,dolmen,tombe = dolmen
tomb,hypogeum,tombe = hypogée
tomb,mausoleum,tombe = mausolée
tomb,obelisk,tombe = obélisque
tomb,pillar,tombe=pilier
tomb,pyramid,tombe=pyramide
tomb,rock-cut,tombe = roche taillée
tomb,sarcophagus,tombe = sarcophage
tomb,table,tombe=table
tomb,tumulus,tombe=tumulus
tomb,vault,tombe = caveau
tomb,war_grave,tombe = tombe de guerre
tourism,accommodation,tourisme = hébergement
tourism,alpine_hut,tourisme=refuge alpin
tourism,apartment,tourisme = appartement
tourism,aquarium,tourisme = aquarium
tourism,artwork,tourisme = œuvre d'art
tourism,attraction,tourisme = attraction
tourism,bed_and_breakfast,tourisme = chambres d'hôtes
tourism,camp_pitch,tourisme=camping
tourism,camp_site,tourisme=camping
tourism,caravan_site,tourisme=camping-caravaning
tourism,chalet,tourisme = chalet
tourism,gallery,tourisme = galerie
tourism,guest_house,tourisme=maison_d'hôtes
tourism,hostel,tourisme = auberge
tourism,hotel,tourisme = hôtel
tourism,hotel,tourisme = hôtel
tourism,information,tourisme = information
tourism,lean_to,tourisme=lean_to
tourism,motel,tourisme = motel
tourism,museum,tourisme = musée
tourism,picnic_site,tourisme=site_de_pique-nique
tourism,resort,tourisme = station balnéaire
tourism,spa_resort,tourisme=station thermale
tourism,theme_park,tourisme=parc_d'attractions
tourism,tourism-attraction,tourisme = attraction touristique
tourism,trail_riding_rest,tourisme=repos_à_chevaucher
tourism,trail_riding_station,tourisme=station_de_randonnée
tourism,viewpoint,tourisme = point de vue
tourism,wilderness_hut,tourisme=refuge_en_nature
tourism,wine_cellar,tourisme=cave à vin
tourism,zoo,tourisme = zoo
tourist_bus,no,bus_touristique=non
tower:construction,dish,tour:construction=dish
tower:construction,dome,tour:construction=dôme
tower:construction,freestanding,tour:construction=autoportante
tower:construction,guyed_lattice,tour:construction=treillis_guillé
tower:construction,guyed_tube,tour:construction=tube_guildoré
tower:construction,lattice,tour:construction=treillis
tower:construction,monopole,tour:construction=monopole
tower:type,*,tour:type=*
tower:type,anchor,tour:type=ancre
tower:type,bell_tower,tour:type=clocher
